VENDOR,BILLING_MONTH,VENDOR_PARTNER_NAME,USAGE_ROWS,TOTAL_QUANTITY,TOTAL_AMOUNT,EST_DOLLAR_IMPACT,NORMALIZED_KEY
Bitdefender,2026-07-01,Acclaim IT,3,237.0,184.3308,184.3308,acclaim it
Bitdefender,2026-03-01,"BITS Consulting, LLC",1,64.0,184.32,184.32,bit  con ulting llc
Acronis,2026-04-01,"1 Up Tech, LLC",3,4387.0599999999995,184.18730499999998,184.18730499999998,1 up tech llc
Acronis,2026-04-01,Today's Business Computers Inc,6,5077.97,183.27405600000003,183.27405600000003,today   bu ine  computer  inc
Acronis,2026-03-01,"1 Up Tech, LLC",3,4359.13,183.01614299999997,183.01614299999997,1 up tech llc
Bitdefender,2026-03-01,Balliante Ltd,1,238.0,182.8343,182.8343,balliante ltd
Acronis,2026-07-01,Sanchez Management Corp,5,1913.26,182.764248,182.764248,anchez management corp
Acronis,2026-03-01,Today's Business Computers Inc,6,5034.92,182.637266,182.637266,today   bu ine  computer  inc
Acronis,2026-02-01,Oscar Wilson Engine & Parts,4,5765.33,182.35098399999998,182.35098399999998,o car wil on engine part
Acronis,2026-02-01,Today's Business Computers Inc,6,5010.94,182.282012,182.282012,today   bu ine  computer  inc
Bitdefender,2026-08-01,Acclaim IT,3,231.0,182.0587,182.0587,acclaim it
SentinelOne,2026-02-01,LutheranMetro,1,180.0,181.8,181.8,lutheranmetro
SentinelOne,2026-01-01,LutheranMetro,1,179.0,180.79,180.79,lutheranmetro
SentinelOne,2026-07-01,PROSEARCH,1,251.0,180.72,180.72,pro earch
Acronis,2026-04-01,T3 Networks,4,650.4,180.30172,180.30172,t3 network
SentinelOne,2026-03-01,LutheranMetro,1,178.0,179.78,179.78,lutheranmetro
Bitdefender,2026-07-01,TRIO Technical Solutions Ltd,1,146.0,179.1759,179.1759,trio technical  olution  ltd
Bitdefender,2026-06-01,Tech Stream Solutions,2,134.0,178.82309999999998,178.82309999999998,tech  tream  olution
Acronis,2026-05-01,T3 Networks,4,658.11,178.726628,178.726628,t3 network
Acronis,2026-06-01,T3 Networks,4,649.13,178.59372399999998,178.59372399999998,t3 network
Acronis,2026-07-01,T3 Networks,4,648.27,178.580996,178.580996,t3 network
Bitdefender,2026-01-01,Balliante Ltd,1,225.0,178.0603,178.0603,balliante ltd
Proofpoint,2026-07-01,WPG Consulting,3,108.0,177.1,177.1,wpg con ulting
Acronis,2026-02-01,T3 Networks,4,678.23,176.808604,176.808604,t3 network
Acronis,2026-01-01,T3 Networks,4,677.04,176.790992,176.790992,t3 network
SentinelOne,2026-07-01,LutheranMetro,1,175.0,176.75,176.75,lutheranmetro
Acronis,2026-04-01,EZ Solutions,4,8094.08,176.728284,176.728284,ez  olution
Bitdefender,2026-07-01,Tech Stream Solutions,3,133.0,176.5545,176.5545,tech  tream  olution
Acronis,2026-01-01,Archer McKinley Inc,1,11908.04,176.238992,176.238992,archer mckinley inc
Acronis,2026-03-01,Archer McKinley Inc,1,11908.04,176.238992,176.238992,archer mckinley inc
Acronis,2026-02-01,Archer McKinley Inc,1,11908.04,176.238992,176.238992,archer mckinley inc
Acronis,2026-01-01,Oscar Wilson Engine & Parts,4,5339.76,176.052548,176.052548,o car wil on engine part
Acronis,2026-07-01,"1 Up Tech, LLC",3,4238.37,175.59801900000002,175.59801900000002,1 up tech llc
Proofpoint,2026-03-01,VMG Strategic Consulting,2,86.0,175.44,175.44,vmg  trategic con ulting
Acronis,2026-02-01,Allied Business Systems,7,5507.32,174.986336,174.986336,allied bu ine   y tem
Acronis,2026-01-01,Allied Business Systems,7,5506.75,174.97789999999998,174.97789999999998,allied bu ine   y tem
Acronis,2026-06-01,"1 Up Tech, LLC",3,4216.01,173.99422800000002,173.99422800000002,1 up tech llc
Acronis,2026-05-01,Oscar Wilson Engine & Parts,4,5079.05,172.19404,172.19404,o car wil on engine part
Proofpoint,2026-06-01,WPG Consulting,3,105.0,172.14999999999998,172.14999999999998,wpg con ulting
Bitdefender,2026-08-01,Wavehill IT Solutions,2,132.0,171.8529,171.8529,wavehill it  olution
Acronis,2026-06-01,Oscar Wilson Engine & Parts,4,5021.7,171.34526,171.34526,o car wil on engine part
SentinelOne,2026-06-01,LutheranMetro,1,169.0,170.69,170.69,lutheranmetro
SentinelOne,2026-05-01,LutheranMetro,1,169.0,170.69,170.69,lutheranmetro
Bitdefender,2026-02-01,Wavehill IT Solutions,2,132.0,170.06310000000002,170.06310000000002,wavehill it  olution
Bitdefender,2026-08-01,Tech Stream Solutions,2,126.0,170.05599999999998,170.05599999999998,tech  tream  olution
Acronis,2026-07-01,Oscar Wilson Engine & Parts,4,4915.27,169.770096,169.770096,o car wil on engine part
Proofpoint,2026-02-01,The HITCO Co,2,130.0,169.0,169.0,the hitco co
Proofpoint,2026-01-01,The HITCO Co,2,130.0,169.0,169.0,the hitco co
Proofpoint,2026-03-01,The HITCO Co,2,130.0,169.0,169.0,the hitco co
Bitdefender,2026-06-01,TRIO Technical Solutions Ltd,1,137.0,168.7271,168.7271,trio technical  olution  ltd
Acronis,2026-04-01,Metrix,4,1361.49,168.566552,168.566552,metrix
Webroot,2026-01-01,"WorldTech Management Solutions, LLC",2,461.0,168.15,168.15,worldtech management  olution  llc
Acronis,2026-03-01,T3 Networks,4,651.25,167.74044999999998,167.74044999999998,t3 network
Proofpoint,2026-02-01,TSAChoice,2,125.0,167.5,167.5,t achoice
Proofpoint,2026-01-01,TSAChoice,2,125.0,167.5,167.5,t achoice
Proofpoint,2026-07-01,Montec IT Group,5,214.0,167.09,167.09,montec it group
Acronis,2026-07-01,Metrix,4,1360.0,166.2441,166.2441,metrix
Bitdefender,2026-07-01,Wavehill IT Solutions,2,130.0,166.2366,166.2366,wavehill it  olution
Exium,2026-02-01,ShipSafe,3,24.0,166.0,166.0,hip afe
Exium,2026-01-01,ShipSafe,3,24.0,166.0,166.0,hip afe
Exium,2026-03-01,ShipSafe,3,24.0,166.0,166.0,hip afe
Bitdefender,2026-03-01,Wavehill IT Solutions,2,132.0,165.98669999999998,165.98669999999998,wavehill it  olution
Bitdefender,2026-05-01,TRIO Technical Solutions Ltd,1,133.0,165.5794,165.5794,trio technical  olution  ltd
Bitdefender,2026-04-01,Wavehill IT Solutions,2,129.0,165.3868,165.3868,wavehill it  olution
Proofpoint,2026-06-01,Montec IT Group,5,213.0,165.33,165.33,montec it group
Acronis,2026-06-01,Metrix,4,1360.46,165.130308,165.130308,metrix
Acronis,2026-05-01,Metrix,4,1357.97,165.093456,165.093456,metrix
Proofpoint,2026-05-01,Montec IT Group,5,213.0,164.78,164.78,montec it group
Acronis,2026-04-01,Oscar Wilson Engine & Parts,4,4539.85,164.21388,164.21388,o car wil on engine part
Bitdefender,2026-06-01,Wavehill IT Solutions,2,128.0,164.0417,164.0417,wavehill it  olution
KeepIT,2026-01-01,Sort IT Out,2,244.0,163.5,163.5,ort it out
Proofpoint,2026-07-01,TSAChoice,2,122.0,163.48,163.48,t achoice
Proofpoint,2026-06-01,TSAChoice,2,122.0,163.48,163.48,t achoice
Proofpoint,2026-04-01,Montec IT Group,5,209.0,161.59,161.59,montec it group
Bitdefender,2026-01-01,Wavehill IT Solutions,2,125.0,161.3731,161.3731,wavehill it  olution
Bitdefender,2026-05-01,Wavehill IT Solutions,2,125.0,161.2897,161.2897,wavehill it  olution
Webroot,2026-06-01,Allied Business Systems,1,288.0,161.28,161.28,allied bu ine   y tem
Webroot,2026-07-01,Allied Business Systems,1,288.0,161.28,161.28,allied bu ine   y tem
Acronis,2026-01-01,Omni Technologies Alliance,7,8343.69,160.89071200000004,160.89071200000004,omni technologie  alliance
Proofpoint,2026-02-01,VMG Strategic Consulting,1,78.0,159.12,159.12,vmg  trategic con ulting
Acronis,2026-02-01,Omni Technologies Alliance,7,8191.07,158.63193600000002,158.63193600000002,omni technologie  alliance
Acronis,2026-07-01,Jilasoan,1,10653.78,157.675944,157.675944,jila oan
Bitdefender,2026-04-01,TRIO Technical Solutions Ltd,1,127.0,157.5395,157.5395,trio technical  olution  ltd
Auvik,2026-05-01,Tech Mesa,2,14.0,157.31,157.31,tech me a
Auvik,2026-07-01,Tech Mesa,2,14.0,157.31,157.31,tech me a
Auvik,2026-06-01,Tech Mesa,2,14.0,157.31,157.31,tech me a
Bitdefender,2026-08-01,Entre Technology Services,1,140.0,156.8,156.8,entre technology  ervice
Webroot,2026-01-01,Morris Business Solutions,1,301.0,156.52,156.52,morri  bu ine   olution
Webroot,2026-06-01,"WorldTech Management Solutions, LLC",2,439.0,155.11999999999998,155.11999999999998,worldtech management  olution  llc
Webroot,2026-07-01,"WorldTech Management Solutions, LLC",2,438.0,154.14000000000001,154.14000000000001,worldtech management  olution  llc
Webroot,2026-02-01,"WorldTech Management Solutions, LLC",2,436.0,154.13,154.13,worldtech management  olution  llc
KeepIT,2026-07-01,Sort IT Out,2,206.0,154.0,154.0,ort it out
Proofpoint,2026-05-01,WPG Consulting,3,94.0,154.0,154.0,wpg con ulting
Exium,2026-06-01,MooIT,2,26.0,152.75,152.75,mooit
Webroot,2026-04-01,"WorldTech Management Solutions, LLC",2,433.0,152.57,152.57,worldtech management  olution  llc
Proofpoint,2026-06-01,The Connected Office,10,88.0,152.4,152.4,the connected office
Webroot,2026-03-01,"WorldTech Management Solutions, LLC",2,432.0,152.39,152.39,worldtech management  olution  llc
Proofpoint,2026-04-01,WPG Consulting,3,93.0,152.35000000000002,152.35000000000002,wpg con ulting
Webroot,2026-05-01,"WorldTech Management Solutions, LLC",2,431.0,152.21,152.21,worldtech management  olution  llc
Webroot,2026-02-01,Morris Business Solutions,1,292.0,151.84,151.84,morri  bu ine   olution
Acronis,2026-03-01,Omni Technologies Alliance,7,7705.41,151.444268,151.444268,omni technologie  alliance
Proofpoint,2026-03-01,Montec IT Group,4,196.0,150.26,150.26,montec it group
Webroot,2026-03-01,Morris Business Solutions,1,288.0,149.76,149.76,morri  bu ine   olution
Acronis,2026-02-01,"NXC Holdings, LLC",6,1647.61,149.36492800000002,149.36492800000002,nxc holding  llc
KeepIT,2026-07-01,The Hill Country Tech,1,199.0,149.25,149.25,the hill country tech
Proofpoint,2026-03-01,WPG Consulting,3,91.0,149.04999999999998,149.04999999999998,wpg con ulting
Webroot,2026-07-01,Morris Business Solutions,1,266.0,148.96,148.96,morri  bu ine   olution
Webroot,2026-06-01,Morris Business Solutions,1,266.0,148.96,148.96,morri  bu ine   olution
Acronis,2026-03-01,"NXC Holdings, LLC",5,1633.17,148.59761600000002,148.59761600000002,nxc holding  llc
KeepIT,2026-06-01,The Greentree Group,1,197.0,147.75,147.75,the greentree group
Bitdefender,2026-03-01,TRIO Technical Solutions Ltd,1,119.0,147.6157,147.6157,trio technical  olution  ltd
Webroot,2026-07-01,Glory Global Solutions NZ,1,262.0,146.72,146.72,glory global  olution  nz
Webroot,2026-06-01,Glory Global Solutions NZ,1,262.0,146.72,146.72,glory global  olution  nz
Webroot,2026-04-01,Morris Business Solutions,1,280.0,145.6,145.6,morri  bu ine   olution
Bitdefender,2026-05-01,Leeward Holdings Corporation,2,147.0,145.5,145.5,leeward holding  corporation
KeepIT,2026-05-01,The Greentree Group,1,194.0,145.5,145.5,the greentree group
Acronis,2026-07-01,"Boston HelpDesk, Inc.",3,7556.32,144.042036,144.042036,bo ton helpde k inc
Acronis,2026-03-01,Direct Distributors,2,18.0,143.37095000000002,143.37095000000002,direct di tributor
Acronis,2026-02-01,Direct Distributors,2,18.0,143.37030000000001,143.37030000000001,direct di tributor
Acronis,2026-07-01,Direct Distributors,2,18.0,143.37030000000001,143.37030000000001,direct di tributor
Acronis,2026-04-01,Direct Distributors,2,18.0,143.37030000000001,143.37030000000001,direct di tributor
Acronis,2026-06-01,Direct Distributors,2,18.0,143.37030000000001,143.37030000000001,direct di tributor
Acronis,2026-05-01,Direct Distributors,2,18.0,143.37030000000001,143.37030000000001,direct di tributor
Acronis,2026-02-01,"Boston HelpDesk, Inc.",4,7226.89,142.965872,142.965872,bo ton helpde k inc
Acronis,2026-01-01,"Boston HelpDesk, Inc.",4,7216.53,142.812544,142.812544,bo ton helpde k inc
Acronis,2026-03-01,"Boston HelpDesk, Inc.",4,7214.84,142.78758200000001,142.78758200000001,bo ton helpde k inc
Acronis,2026-06-01,Omni Technologies Alliance,7,7341.63,142.260824,142.260824,omni technologie  alliance
Acronis,2026-01-01,Direct Distributors,2,17.0,141.6663,141.6663,direct di tributor
Acronis,2026-06-01,"Boston HelpDesk, Inc.",3,7388.35,141.55607999999998,141.55607999999998,bo ton helpde k inc
Webroot,2026-01-01,Allied Business Systems,1,272.0,141.44,141.44,allied bu ine   y tem
Acronis,2026-04-01,"Boston HelpDesk, Inc.",4,7107.6,141.20038,141.20038,bo ton helpde k inc
Acronis,2026-05-01,Omni Technologies Alliance,7,7233.93,140.666864,140.666864,omni technologie  alliance
Acronis,2026-04-01,"NXC Holdings, LLC",5,1615.81,140.318688,140.318688,nxc holding  llc
KeepIT,2026-04-01,The Greentree Group,1,187.0,140.25,140.25,the greentree group
Bitdefender,2026-02-01,ProCom,1,165.0,140.1709,140.1709,procom
Webroot,2026-04-01,Allied Business Systems,1,269.0,139.88,139.88,allied bu ine   y tem
Acronis,2026-05-01,"Boston HelpDesk, Inc.",4,7235.91,139.457668,139.457668,bo ton helpde k inc
Webroot,2026-03-01,Allied Business Systems,1,266.0,138.32,138.32,allied bu ine   y tem
Webroot,2026-06-01,EuGenius Solutions,1,246.0,137.76,137.76,eugeniu   olution
Webroot,2026-05-01,Allied Business Systems,1,264.0,137.28,137.28,allied bu ine   y tem
Webroot,2026-05-01,Morris Business Solutions,1,264.0,137.28,137.28,morri  bu ine   olution
Webroot,2026-02-01,Allied Business Systems,1,264.0,137.28,137.28,allied bu ine   y tem
Acronis,2026-06-01,Eugenius,2,2568.83,137.208938,137.208938,eugeniu
Webroot,2026-07-01,EuGenius Solutions,1,245.0,137.2,137.2,eugeniu   olution
Acronis,2026-07-01,Eugenius,2,2561.1299999999997,136.794627,136.794627,eugeniu
Acronis,2026-04-01,Eugenius,2,2554.4100000000003,136.47896699999998,136.47896699999998,eugeniu
Webroot,2026-05-01,Glory Global Solutions NZ,1,262.0,136.24,136.24,glory global  olution  nz
Webroot,2026-02-01,Glory Global Solutions NZ,1,262.0,136.24,136.24,glory global  olution  nz
Webroot,2026-04-01,Glory Global Solutions NZ,1,262.0,136.24,136.24,glory global  olution  nz
Webroot,2026-01-01,Glory Global Solutions NZ,1,262.0,136.24,136.24,glory global  olution  nz
Webroot,2026-03-01,Glory Global Solutions NZ,1,262.0,136.24,136.24,glory global  olution  nz
Acronis,2026-05-01,Eugenius,2,2534.5299999999997,135.423888,135.423888,eugeniu
KeepIT,2026-01-01,CW2RMMEUTestPartner2,4,149.0,135.35,135.35,cw2rmmeute tpartner2
Webroot,2026-02-01,Technical Drive,1,260.0,135.2,135.2,technical drive
Bitdefender,2026-01-01,"Business Data Solutions, Inc.",1,280.0,134.4,134.4,bu ine  data  olution  inc
Acronis,2026-03-01,Eugenius,2,2510.4900000000002,134.141527,134.141527,eugeniu
Acronis,2026-02-01,Eugenius,2,2509.13,134.013736,134.013736,eugeniu
Acronis,2026-01-01,Law Office of David M. Sperling,2,3063.62,133.459445,133.459445,law office of david m  perling
Webroot,2026-01-01,Technical Drive,1,255.0,132.6,132.6,technical drive
Proofpoint,2026-02-01,WPG Consulting,3,81.0,132.55,132.55,wpg con ulting
Acronis,2026-02-01,Law Office of David M. Sperling,2,3040.48,132.198315,132.198315,law office of david m  perling
KeepIT,2026-01-01,CBH Computers,1,176.0,132.0,132.0,cbh computer
Acronis,2026-07-01,Omni Technologies Alliance,7,6623.69,131.635312,131.635312,omni technologie  alliance
Acronis,2026-04-01,Omni Technologies Alliance,7,6913.08,131.402384,131.402384,omni technologie  alliance
Webroot,2026-06-01,Technical Drive,1,234.0,131.04,131.04,technical drive
Webroot,2026-01-01,A Tech 4 U,1,252.0,131.04,131.04,a tech 4 u
Exium,2026-05-01,MooIT,2,22.0,130.75,130.75,mooit
Acronis,2026-07-01,Quick Fix Network,2,7776.42,130.293816,130.293816,quick fix network
Bitdefender,2026-02-01,"Business Data Solutions, Inc.",1,271.0,130.08,130.08,bu ine  data  olution  inc
Bitdefender,2026-05-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
Bitdefender,2026-02-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
Bitdefender,2026-04-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
Bitdefender,2026-08-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
Bitdefender,2026-07-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
Bitdefender,2026-06-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
Bitdefender,2026-03-01,Avalon Hills,2,200.0,130.0,130.0,avalon hill
Bitdefender,2026-01-01,Avalon Hills,1,100.0,130.0,130.0,avalon hill
KeepIT,2026-02-01,CW2RMMEUTestPartner2,2,130.0,130.0,130.0,cw2rmmeute tpartner2
KeepIT,2026-03-01,CW2RMMEUTestPartner2,2,130.0,130.0,130.0,cw2rmmeute tpartner2
Acronis,2026-01-01,Eugenius,2,2430.7999999999997,129.854903,129.854903,eugeniu
Acronis,2026-05-01,"Meantide Associates, LLC",5,4256.21,129.59817999999999,129.59817999999999,meantide a ociate  llc
Webroot,2026-05-01,EuGenius Solutions,1,249.0,129.48,129.48,eugeniu   olution
Auvik,2026-06-01,EuGenius Solutions,1,10.0,128.4,128.4,eugeniu   olution
Auvik,2026-05-01,EuGenius Solutions,1,10.0,128.4,128.4,eugeniu   olution
Auvik,2026-03-01,EuGenius Solutions,1,10.0,128.4,128.4,eugeniu   olution
Auvik,2026-07-01,EuGenius Solutions,1,10.0,128.4,128.4,eugeniu   olution
Auvik,2026-04-01,EuGenius Solutions,1,10.0,128.4,128.4,eugeniu   olution
Auvik,2026-02-01,EuGenius Solutions,1,10.0,128.4,128.4,eugeniu   olution
Acronis,2026-04-01,Law Office of David M. Sperling,2,2964.33,128.04814,128.04814,law office of david m  perling
Acronis,2026-03-01,Law Office of David M. Sperling,2,2957.29,127.66446,127.66446,law office of david m  perling
Acronis,2026-05-01,Law Office of David M. Sperling,2,2956.77,127.63612,127.63612,law office of david m  perling
Acronis,2026-04-01,"Meantide Associates, LLC",5,4116.64,127.50960400000001,127.50960400000001,meantide a ociate  llc
Webroot,2026-04-01,EuGenius Solutions,1,244.0,126.88,126.88,eugeniu   olution
Bitdefender,2026-01-01,Network Utilities,2,82.0,126.3886,126.3886,network utilitie
Bitdefender,2026-01-01,Leeward Holdings Corporation,2,136.0,126.0,126.0,leeward holding  corporation
KeepIT,2026-07-01,Enterprise Business IT Solutions Pty Ltd,1,126.0,126.0,126.0,enterpri e bu ine  it  olution  pty ltd
Webroot,2026-03-01,EuGenius Solutions,1,242.0,125.84,125.84,eugeniu   olution
Acronis,2026-06-01,Law Office of David M. Sperling,2,2917.2200000000003,125.48064500000001,125.48064500000001,law office of david m  perling
Webroot,2026-02-01,EuGenius Solutions,1,241.0,125.32,125.32,eugeniu   olution
Acronis,2026-07-01,Law Office of David M. Sperling,2,2913.48,125.276815,125.276815,law office of david m  perling
Bitdefender,2026-05-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-04-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-01-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-07-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-06-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-02-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-03-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Bitdefender,2026-08-01,Omni Technologies Alliance,1,125.0,125.0,125.0,omni technologie  alliance
Acronis,2026-03-01,"Meantide Associates, LLC",5,3938.21,124.875488,124.875488,meantide a ociate  llc
Webroot,2026-02-01,A Tech 4 U,1,239.0,124.28,124.28,a tech 4 u
Bitdefender,2026-02-01,Leeward Holdings Corporation,2,135.0,123.9,123.9,leeward holding  corporation
Acronis,2026-05-01,"NXC Holdings, LLC",5,790.74,122.93415200000001,122.93415200000001,nxc holding  llc
Bitdefender,2026-01-01,TRIO Technical Solutions Ltd,1,97.0,121.7632,121.7632,trio technical  olution  ltd
Webroot,2026-01-01,EuGenius Solutions,1,234.0,121.68,121.68,eugeniu   olution
Acronis,2026-04-01,Medic Cloud,4,4884.2,121.60976,121.60976,medic cloud
Webroot,2026-05-01,Technical Drive,1,231.0,120.12,120.12,technical drive
Auvik,2026-01-01,EuGenius Solutions,1,10.0,120.0,120.0,eugeniu   olution
Webroot,2026-07-01,Technical Drive,1,213.0,119.28,119.28,technical drive
Proofpoint,2026-03-01,IDwellings DBA Bevlin,1,72.0,118.8,118.8,idwelling  dba bevlin
Webroot,2026-07-01,Lost in IT,1,212.0,118.72,118.72,lo t in it
Webroot,2026-07-01,A Tech 4 U,1,212.0,118.72,118.72,a tech 4 u
Webroot,2026-06-01,Lost in IT,1,212.0,118.72,118.72,lo t in it
Webroot,2026-06-01,A Tech 4 U,1,212.0,118.72,118.72,a tech 4 u
Webroot,2026-03-01,Technical Drive,1,228.0,118.56,118.56,technical drive
Webroot,2026-04-01,Technical Drive,1,227.0,118.04,118.04,technical drive
Acronis,2026-01-01,"Meantide Associates, LLC",5,3670.7200000000003,117.59197600000002,117.59197600000002,meantide a ociate  llc
Bitdefender,2026-02-01,TRIO Technical Solutions Ltd,1,94.0,117.5718,117.5718,trio technical  olution  ltd
Bitdefender,2026-03-01,Leeward Holdings Corporation,2,129.0,117.3,117.3,leeward holding  corporation
Acronis,2026-02-01,"Meantide Associates, LLC",5,3654.7,117.260144,117.260144,meantide a ociate  llc
Proofpoint,2026-07-01,IDwellings DBA Bevlin,1,71.0,117.15,117.15,idwelling  dba bevlin
Acronis,2026-03-01,Prime Tech Support,1,2148.55,117.095975,117.095975,prime tech  upport
Acronis,2026-02-01,Prime Tech Support,1,2148.55,117.095975,117.095975,prime tech  upport
Acronis,2026-01-01,Prime Tech Support,1,2148.55,117.095975,117.095975,prime tech  upport
Acronis,2026-03-01,Medic Cloud,4,4472.34,115.514332,115.514332,medic cloud
Proofpoint,2026-06-01,IDwellings DBA Bevlin,1,70.0,115.5,115.5,idwelling  dba bevlin
Acronis,2026-06-01,Genone Technology Services Inc,3,2240.04,115.38863100000002,115.38863100000002,genone technology  ervice  inc
Webroot,2026-03-01,A Tech 4 U,1,221.0,114.92,114.92,a tech 4 u
Bitdefender,2026-06-01,Leeward Holdings Corporation,2,126.0,114.6,114.6,leeward holding  corporation
Bitdefender,2026-07-01,Sanchez Management Corp,3,73.0,114.4,114.4,anchez management corp
Acronis,2026-07-01,Genone Technology Services Inc,3,2209.66,114.139247,114.139247,genone technology  ervice  inc
Webroot,2026-04-01,A Tech 4 U,1,219.0,113.88,113.88,a tech 4 u
Proofpoint,2026-05-01,IDwellings DBA Bevlin,1,69.0,113.85,113.85,idwelling  dba bevlin
Acronis,2026-05-01,Genone Technology Services Inc,3,2195.34,113.01542500000001,113.01542500000001,genone technology  ervice  inc
Acronis,2026-04-01,Genone Technology Services Inc,3,2182.2200000000003,112.65107300000001,112.65107300000001,genone technology  ervice  inc
Auvik,2026-02-01,TDI Vertical,1,10.0,112.35,112.35,tdi vertical
Auvik,2026-02-01,Tech Mesa,1,10.0,112.35,112.35,tech me a
Auvik,2026-04-01,Tech Mesa,1,10.0,112.35,112.35,tech me a
Auvik,2026-03-01,Tech Mesa,1,10.0,112.35,112.35,tech me a
Proofpoint,2026-04-01,IDwellings DBA Bevlin,1,68.0,112.2,112.2,idwelling  dba bevlin
Bitdefender,2026-05-01,Sanchez Management Corp,3,72.0,112.0,112.0,anchez management corp
Webroot,2026-06-01,LifeBrite Hosptial Group,1,200.0,112.0,112.0,lifebrite ho ptial group
Webroot,2026-07-01,LifeBrite Hosptial Group,1,200.0,112.0,112.0,lifebrite ho ptial group
Bitdefender,2026-04-01,Leeward Holdings Corporation,2,122.0,111.0,111.0,leeward holding  corporation
Acronis,2026-03-01,Genone Technology Services Inc,3,2139.82,110.662018,110.662018,genone technology  ervice  inc
Webroot,2026-02-01,Lost in IT,1,212.0,110.24,110.24,lo t in it
Webroot,2026-04-01,Lost in IT,1,212.0,110.24,110.24,lo t in it
Webroot,2026-03-01,Lost in IT,1,212.0,110.24,110.24,lo t in it
Webroot,2026-01-01,Lost in IT,1,212.0,110.24,110.24,lo t in it
Webroot,2026-05-01,Lost in IT,1,212.0,110.24,110.24,lo t in it
Bitdefender,2026-06-01,Sanchez Management Corp,3,71.0,110.19999999999999,110.19999999999999,anchez management corp
ESET,2026-01-01,"Velocity Network, Inc.",2,5580.0,109.96108,109.96108,velocity network inc
Bitdefender,2026-01-01,CRDS Operational Corp.,1,79.0,109.9135,109.9135,crd  operational corp
KeepIT,2026-07-01,CBH Computers,1,146.0,109.5,109.5,cbh computer
Bitdefender,2026-08-01,Sanchez Management Corp,3,69.0,108.69999999999999,108.69999999999999,anchez management corp
Acronis,2026-02-01,Genone Technology Services Inc,3,2086.26,107.99055899999999,107.99055899999999,genone technology  ervice  inc
Acronis,2026-07-01,Medic Cloud,4,4064.62,107.790776,107.790776,medic cloud
Webroot,2026-01-01,The Greentree Group,1,206.0,107.12,107.12,the greentree group
Acronis,2026-03-01,Manning's Office Solutions,2,1938.32,106.46444,106.46444,manning   office  olution
Webroot,2026-05-01,A Tech 4 U,1,204.0,106.08,106.08,a tech 4 u
Acronis,2026-06-01,Medic Cloud,4,3891.04,105.221792,105.221792,medic cloud
Acronis,2026-07-01,LifeBrite Hosptial Group,2,5373.97,105.026656,105.026656,lifebrite ho ptial group
Auvik,2026-01-01,TDI Vertical,1,10.0,105.0,105.0,tdi vertical
Auvik,2026-01-01,Tech Mesa,1,10.0,105.0,105.0,tech me a
Bitdefender,2026-02-01,CRDS Operational Corp.,1,75.0,104.4006,104.4006,crd  operational corp
Acronis,2026-01-01,Genone Technology Services Inc,3,2011.02,104.097076,104.097076,genone technology  ervice  inc
Webroot,2026-02-01,LifeBrite Hosptial Group,1,200.0,104.0,104.0,lifebrite ho ptial group
Webroot,2026-04-01,LifeBrite Hosptial Group,1,200.0,104.0,104.0,lifebrite ho ptial group
Webroot,2026-03-01,LifeBrite Hosptial Group,1,200.0,104.0,104.0,lifebrite ho ptial group
Webroot,2026-01-01,LifeBrite Hosptial Group,1,200.0,104.0,104.0,lifebrite ho ptial group
Webroot,2026-05-01,LifeBrite Hosptial Group,1,200.0,104.0,104.0,lifebrite ho ptial group
Acronis,2026-05-01,Medic Cloud,4,3803.19,103.921612,103.921612,medic cloud
Acronis,2026-02-01,Medic Cloud,4,3925.97,103.78625600000001,103.78625600000001,medic cloud
Acronis,2026-02-01,Manning's Office Solutions,2,1868.46,102.65706999999999,102.65706999999999,manning   office  olution
Acronis,2026-01-01,Manning's Office Solutions,2,1861.96,102.30282,102.30282,manning   office  olution
Proofpoint,2026-07-01,"America One Technologies, Inc.",5,61.0,102.25,102.25,america one technologie  inc
Acronis,2026-06-01,LifeBrite Hosptial Group,2,5142.04,101.594092,101.594092,lifebrite ho ptial group
Acronis,2026-02-01,Unique Appliances,3,132.17000000000002,101.294116,101.294116,unique appliance
Acronis,2026-03-01,Unique Appliances,3,132.17000000000002,101.294116,101.294116,unique appliance
SentinelOne,2026-07-01,MAPLETRONICS260428,1,100.0,101.0,101.0,mapletronic 260428
