VENDOR,BILLING_MONTH,VENDOR_PARTNER_NAME,USAGE_ROWS,TOTAL_QUANTITY,TOTAL_AMOUNT,EST_DOLLAR_IMPACT,NORMALIZED_KEY
KeepIT,2026-06-01,ConnectWise (Continuum) - Consolidated,7,424741.0,329030.9,329030.9,connectwi e continuum con olidated
KeepIT,2026-05-01,ConnectWise (Continuum) - Consolidated,7,414400.0,312318.35000000003,312318.35000000003,connectwi e continuum con olidated
KeepIT,2026-04-01,ConnectWise (Continuum) - Consolidated,7,410475.0,309023.05000000005,309023.05000000005,connectwi e continuum con olidated
KeepIT,2026-03-01,ConnectWise (Continuum) - Consolidated,7,371374.0,287042.1,287042.1,connectwi e continuum con olidated
KeepIT,2026-02-01,ConnectWise (Continuum) - Consolidated,7,395271.0,276939.25,276939.25,connectwi e continuum con olidated
Acronis,2026-01-01,Computeam,9,420521.61,21850.9642,21850.9642,computeam
Acronis,2026-02-01,Computeam,9,403085.83,21001.572538,21001.572538,computeam
Acronis,2026-03-01,Computeam,9,397057.59,20673.157337,20673.157337,computeam
Acronis,2026-04-01,Computeam,9,350339.56,18610.698311,18610.698311,computeam
Acronis,2026-06-01,Computeam,9,342629.36,18214.743311,18214.743311,computeam
Acronis,2026-05-01,Computeam,9,332990.92,17688.689347,17688.689347,computeam
Acronis,2026-07-01,Computeam,6,330825.05,17350.401904,17350.401904,computeam
Bitdefender,2026-04-01,TruStack Ltd,4,15589.0,15461.2361,15461.2361,tru tack ltd
Bitdefender,2026-05-01,TruStack Ltd,4,14196.0,14212.1318,14212.1318,tru tack ltd
Bitdefender,2026-06-01,TruStack Ltd,4,14235.0,14060.0386,14060.0386,tru tack ltd
Bitdefender,2026-07-01,TruStack Ltd,4,12719.0,12564.9124,12564.9124,tru tack ltd
Bitdefender,2026-08-01,TruStack Ltd,4,11551.0,11585.873,11585.873,tru tack ltd
KeepIT,2026-01-01,"Velocity Network, Inc.",1,14390.0,10792.5,10792.5,velocity network inc
KeepIT,2026-07-01,"Velocity Network, Inc.",1,13781.0,10335.75,10335.75,velocity network inc
Bitdefender,2026-03-01,TruStack Ltd,5,10037.0,10135.3702,10135.3702,tru tack ltd
Bitdefender,2026-06-01,Computeam,3,14642.0,9752.7987,9752.7987,computeam
Bitdefender,2026-05-01,Computeam,2,14393.0,9693.041799999999,9693.041799999999,computeam
Bitdefender,2026-01-01,TruStack Ltd,5,8258.0,9671.6268,9671.6268,tru tack ltd
Bitdefender,2026-02-01,TruStack Ltd,5,8487.0,9636.9305,9636.9305,tru tack ltd
Bitdefender,2026-07-01,Computeam,2,13466.0,8821.0532,8821.0532,computeam
Bitdefender,2026-04-01,Computeam,2,12944.0,8703.340600000001,8703.340600000001,computeam
Bitdefender,2026-01-01,Computeam,3,12399.0,8446.143199999999,8446.143199999999,computeam
Bitdefender,2026-03-01,Computeam,2,12653.0,8372.0883,8372.0883,computeam
Bitdefender,2026-02-01,Computeam,3,12290.0,8341.7656,8341.7656,computeam
Acronis,2026-04-01,Krueger Communications,6,342373.54000000004,7932.518632,7932.518632,krueger communication
Acronis,2026-05-01,Krueger Communications,6,336698.68000000005,7898.712035999999,7898.712035999999,krueger communication
Acronis,2026-07-01,Krueger Communications,6,331427.12,7822.8742,7822.8742,krueger communication
Acronis,2026-06-01,Krueger Communications,6,328069.06,7762.003628,7762.003628,krueger communication
Acronis,2026-03-01,Krueger Communications,6,335848.02,7753.675502,7753.675502,krueger communication
Acronis,2026-01-01,Krueger Communications,6,334478.68,7714.776336,7714.776336,krueger communication
Acronis,2026-03-01,Nex-Tech LLC,6,378044.74,7600.669352,7600.669352,nex tech llc
Acronis,2026-02-01,Nex-Tech LLC,6,374874.12,7591.488375999999,7591.488375999999,nex tech llc
Acronis,2026-04-01,Temple & Associates,10,268339.19,7588.270289,7588.270289,temple a ociate
Acronis,2026-02-01,Krueger Communications,6,327387.12,7550.4695679999995,7550.4695679999995,krueger communication
Acronis,2026-01-01,Nex-Tech LLC,6,371058.03,7511.490944,7511.490944,nex tech llc
Acronis,2026-05-01,Nex-Tech LLC,6,372564.34,7449.269832,7449.269832,nex tech llc
Acronis,2026-04-01,Nex-Tech LLC,6,371388.29,7442.773991999999,7442.773991999999,nex tech llc
Acronis,2026-03-01,Northern Saints Catholic Education Trust,6,13434.0,7296.1894,7296.1894,northern  aint  catholic education tru t
Acronis,2026-07-01,Nex-Tech LLC,6,354655.82,7089.985535999999,7089.985535999999,nex tech llc
Acronis,2026-06-01,Nex-Tech LLC,6,350331.78,7039.939444000001,7039.939444000001,nex tech llc
Proofpoint,2026-05-01,NIC Inc.,20,2542.0,6965.08,6965.08,nic inc
Proofpoint,2026-04-01,NIC Inc.,20,2517.0,6896.58,6896.58,nic inc
Proofpoint,2026-07-01,"DCG Technical Solutions, LLC.",110,4942.0,6757.040000000001,6757.040000000001,dcg technical  olution  llc
Proofpoint,2026-03-01,NIC Inc.,19,2466.0,6756.840000000002,6756.840000000002,nic inc
Proofpoint,2026-05-01,"DCG Technical Solutions, LLC.",109,4877.0,6697.989999999999,6697.989999999999,dcg technical  olution  llc
Proofpoint,2026-06-01,"DCG Technical Solutions, LLC.",109,4882.0,6685.76,6685.76,dcg technical  olution  llc
Proofpoint,2026-04-01,"DCG Technical Solutions, LLC.",108,4749.0,6555.480000000001,6555.480000000001,dcg technical  olution  llc
Proofpoint,2026-03-01,"DCG Technical Solutions, LLC.",108,4727.0,6478.08,6478.08,dcg technical  olution  llc
Proofpoint,2026-01-01,"DCG Technical Solutions, LLC.",110,4731.0,6404.089999999999,6404.089999999999,dcg technical  olution  llc
Proofpoint,2026-02-01,"DCG Technical Solutions, LLC.",108,4709.0,6386.06,6386.06,dcg technical  olution  llc
Proofpoint,2026-01-01,NIC Inc.,17,2037.0,5581.38,5581.38,nic inc
Proofpoint,2026-02-01,NIC Inc.,17,2035.0,5575.9000000000015,5575.9000000000015,nic inc
Bitdefender,2026-05-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-02-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-07-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-06-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-01-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-04-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-08-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
Bitdefender,2026-03-01,Buddy Rents,2,5000.0,5525.0,5525.0,buddy rent
SentinelOne,2026-07-01,CANYONPOINT,3,7358.0,5479.2699999999995,5479.2699999999995,canyonpoint
KeepIT,2026-07-01,TruStack Ltd,2,7643.0,5410.75,5410.75,tru tack ltd
KeepIT,2026-01-01,TruStack Ltd,2,7641.0,5410.25,5410.25,tru tack ltd
Acronis,2026-07-01,Red Mosquito Ltd,13,138285.79,5281.6449410000005,5281.6449410000005,red mo quito ltd
KeepIT,2026-07-01,Infoxchange,2,9499.0,4894.25,4894.25,infoxchange
SentinelOne,2026-06-01,Connectwise-CloudOps,2,8648.0,4756.4,4756.4,connectwi e cloudop
Acronis,2026-04-01,Lifeline Technology Solutions,1,87191.44,4751.93348,4751.93348,lifeline technology  olution
Acronis,2026-07-01,Lifeline Technology Solutions,1,86079.25,4691.319125,4691.319125,lifeline technology  olution
SentinelOne,2026-07-01,Connectwise-CloudOps,2,8522.0,4687.099999999999,4687.099999999999,connectwi e cloudop
Acronis,2026-03-01,Lifeline Technology Solutions,1,85282.25,4647.882625,4647.882625,lifeline technology  olution
Acronis,2026-05-01,Lifeline Technology Solutions,1,84880.18,4625.96981,4625.96981,lifeline technology  olution
Acronis,2026-06-01,Lifeline Technology Solutions,1,84459.86,4603.06237,4603.06237,lifeline technology  olution
Acronis,2026-01-01,Lifeline Technology Solutions,1,84323.25,4595.617125,4595.617125,lifeline technology  olution
Auvik,2026-03-01,"International Computer Services, Inc. (ICSI)",1,1000.0,4493.42,4493.42,international computer  ervice  inc ic i
Auvik,2026-02-01,"International Computer Services, Inc. (ICSI)",1,1000.0,4493.42,4493.42,international computer  ervice  inc ic i
SentinelOne,2026-04-01,Connectwise-CloudOps,1,4422.0,4466.22,4466.22,connectwi e cloudop
SentinelOne,2026-05-01,Connectwise-CloudOps,1,4374.0,4417.74,4417.74,connectwi e cloudop
Acronis,2026-02-01,Lifeline Technology Solutions,1,80911.14,4409.65713,4409.65713,lifeline technology  olution
SentinelOne,2026-01-01,Connectwise-CloudOps,1,4333.0,4376.33,4376.33,connectwi e cloudop
SentinelOne,2026-02-01,Connectwise-CloudOps,1,4252.0,4294.52,4294.52,connectwi e cloudop
Acronis,2026-05-01,Temple & Associates,10,149605.3,4256.804671,4256.804671,temple a ociate
SentinelOne,2026-03-01,Connectwise-CloudOps,1,4195.0,4236.95,4236.95,connectwi e cloudop
Auvik,2026-01-01,"International Computer Services, Inc. (ICSI)",1,1000.0,4200.0,4200.0,international computer  ervice  inc ic i
Acronis,2026-06-01,Red Mosquito Ltd,11,125721.9,4182.497351,4182.497351,red mo quito ltd
Acronis,2026-04-01,Red Mosquito Ltd,11,120282.64,4158.700496,4158.700496,red mo quito ltd
Acronis,2026-05-01,Red Mosquito Ltd,11,123626.21999999999,4155.201282999999,4155.201282999999,red mo quito ltd
Proofpoint,2026-07-01,Right Click Solutions LLC,53,2463.0,4139.43,4139.43,right click  olution  llc
Acronis,2026-03-01,Red Mosquito Ltd,11,122068.49,4101.1391619999995,4101.1391619999995,red mo quito ltd
Acronis,2026-02-01,Red Mosquito Ltd,11,122321.76999999999,4098.5648439999995,4098.5648439999995,red mo quito ltd
Acronis,2026-01-01,Red Mosquito Ltd,11,120545.96,4074.2135180000005,4074.2135180000005,red mo quito ltd
Proofpoint,2026-07-01,Brightside IT,49,2465.0,4067.2499999999995,4067.2499999999995,bright ide it
Proofpoint,2026-04-01,"Business Data Solutions, Inc.",22,1468.0,4022.3199999999997,4022.3199999999997,bu ine  data  olution  inc
Proofpoint,2026-03-01,"Business Data Solutions, Inc.",22,1454.0,3983.960000000001,3983.960000000001,bu ine  data  olution  inc
SentinelOne,2026-03-01,MooIT,1,3905.0,3944.05,3944.05,mooit
Proofpoint,2026-02-01,"Business Data Solutions, Inc.",22,1438.0,3940.1199999999994,3940.1199999999994,bu ine  data  olution  inc
Proofpoint,2026-07-01,"Business Data Solutions, Inc.",21,1439.0,3931.8200000000006,3931.8200000000006,bu ine  data  olution  inc
SentinelOne,2026-02-01,MooIT,1,3830.0,3868.3,3868.3,mooit
Acronis,2026-03-01,Temple & Associates,10,143688.57,3860.6243449999997,3860.6243449999997,temple a ociate
Proofpoint,2026-06-01,"Business Data Solutions, Inc.",20,1405.0,3849.7000000000003,3849.7000000000003,bu ine  data  olution  inc
SentinelOne,2026-01-01,MooIT,1,3785.0,3822.85,3822.85,mooit
Proofpoint,2026-06-01,Right Click Solutions LLC,51,2272.0,3822.52,3822.52,right click  olution  llc
Proofpoint,2026-05-01,"Business Data Solutions, Inc.",20,1395.0,3822.2999999999997,3822.2999999999997,bu ine  data  olution  inc
Proofpoint,2026-01-01,"Business Data Solutions, Inc.",17,1387.0,3800.38,3800.38,bu ine  data  olution  inc
Acronis,2026-07-01,Caspian IT Group,12,145622.11000000002,3772.1595350000002,3772.1595350000002,ca pian it group
Acronis,2026-07-01,Temple & Associates,10,128166.04999999999,3747.1901329999996,3747.1901329999996,temple a ociate
Acronis,2026-07-01,On-Site Computers Inc.,8,119543.8,3628.4301400000004,3628.4301400000004,on  ite computer  inc
Acronis,2026-06-01,Caspian IT Group,13,139333.45,3626.6541330000005,3626.6541330000005,ca pian it group
Exium,2026-06-01,Emerge Digital,3,635.0,3611.5,3611.5,emerge digital
Acronis,2026-02-01,Temple & Associates,10,129174.9,3602.366765,3602.366765,temple a ociate
Proofpoint,2026-07-01,NIC Inc.,19,1305.0,3575.7000000000003,3575.7000000000003,nic inc
Acronis,2026-05-01,On-Site Computers Inc.,8,118022.23,3574.345804,3574.345804,on  ite computer  inc
Acronis,2026-06-01,On-Site Computers Inc.,8,116477.62,3567.286476,3567.286476,on  ite computer  inc
Proofpoint,2026-06-01,NIC Inc.,19,1301.0,3564.7400000000002,3564.7400000000002,nic inc
Acronis,2026-06-01,Temple & Associates,10,129192.56999999999,3563.9423959999995,3563.9423959999995,temple a ociate
Acronis,2026-03-01,On-Site Computers Inc.,8,115930.86,3554.6457280000004,3554.6457280000004,on  ite computer  inc
Acronis,2026-04-01,On-Site Computers Inc.,9,115405.63,3541.2388240000005,3541.2388240000005,on  ite computer  inc
KeepIT,2026-07-01,Technical Drive,2,6444.0,3536.0,3536.0,technical drive
Acronis,2026-02-01,On-Site Computers Inc.,8,116017.65,3534.32352,3534.32352,on  ite computer  inc
Acronis,2026-02-01,CYB3R,13,56089.649999999994,3516.293332,3516.293332,cyb3r
Acronis,2026-03-01,CYB3R,13,60104.55,3511.617658,3511.617658,cyb3r
Acronis,2026-01-01,On-Site Computers Inc.,8,113767.76,3494.5299479999994,3494.5299479999994,on  ite computer  inc
Exium,2026-05-01,Emerge Digital,3,609.0,3468.5,3468.5,emerge digital
SentinelOne,2026-07-01,MOOIT,2,4562.0,3445.84,3445.84,mooit
Auvik,2026-03-01,Five Rivers IT,2,399.0,3415.85,3415.85,five river  it
SentinelOne,2026-04-01,MooIT,1,3335.0,3368.35,3368.35,mooit
Acronis,2026-01-01,Temple & Associates,10,114198.5,3348.711764,3348.711764,temple a ociate
SentinelOne,2026-06-01,MOOIT,2,4378.0,3306.92,3306.92,mooit
Bitdefender,2026-01-01,Network Center Communications,4,2618.0,3295.65,3295.65,network center communication
Bitdefender,2026-08-01,Computeam,3,4956.0,3290.095,3290.095,computeam
Exium,2026-04-01,Emerge Digital,3,574.0,3276.0,3276.0,emerge digital
Acronis,2026-04-01,CYB3R,13,57252.25,3250.1178959999997,3250.1178959999997,cyb3r
Exium,2026-07-01,Emerge Digital,3,566.0,3249.0,3249.0,emerge digital
Proofpoint,2026-07-01,Central Office Systems Corp,64,1584.0,3247.2000000000003,3247.2000000000003,central office  y tem  corp
Acronis,2026-01-01,RMHT Solutions LLC,3,113498.68,3210.673464,3210.673464,rmht  olution  llc
Acronis,2026-05-01,Caspian IT Group,13,118758.92,3199.412034,3199.412034,ca pian it group
Acronis,2026-01-01,CYB3R,13,52983.31,3164.503316,3164.503316,cyb3r
Exium,2026-03-01,Emerge Digital,3,555.0,3154.5,3154.5,emerge digital
Acronis,2026-02-01,RMHT Solutions LLC,3,110054.43,3149.340264,3149.340264,rmht  olution  llc
Acronis,2026-07-01,CYB3R,13,73958.5,3143.2409800000005,3143.2409800000005,cyb3r
SentinelOne,2026-06-01,CANYONPOINT,1,4365.0,3142.8,3142.8,canyonpoint
Acronis,2026-03-01,RMHT Solutions LLC,3,110407.32,3142.522736,3142.522736,rmht  olution  llc
Exium,2026-02-01,Emerge Digital,3,552.0,3138.0,3138.0,emerge digital
KeepIT,2026-01-01,Infoxchange,1,4167.0,3125.25,3125.25,infoxchange
Acronis,2026-04-01,RMHT Solutions LLC,3,109183.62,3114.046476,3114.046476,rmht  olution  llc
SentinelOne,2026-07-01,ONENETLTD,1,4291.0,3089.52,3089.52,onenetltd
Acronis,2026-05-01,RMHT Solutions LLC,3,110066.78,3073.636544,3073.636544,rmht  olution  llc
Acronis,2026-03-01,Bel USA LLC,9,121149.44,3065.628895,3065.628895,bel u a llc
Acronis,2026-07-01,Bel USA LLC,10,126336.84000000001,3062.397423,3062.397423,bel u a llc
Acronis,2026-05-01,Bel USA LLC,9,127499.18999999999,3057.2222939999997,3057.2222939999997,bel u a llc
Exium,2026-01-01,Emerge Digital,3,532.0,3028.0,3028.0,emerge digital
Acronis,2026-04-01,Bel USA LLC,9,126168.68,3026.338722,3026.338722,bel u a llc
Acronis,2026-05-01,MooIT,9,134397.04,2996.9637920000005,2996.9637920000005,mooit
Auvik,2026-02-01,Five Rivers IT,2,350.0,2996.41,2996.41,five river  it
Acronis,2026-04-01,Caspian IT Group,13,102185.87,2984.993993,2984.993993,ca pian it group
Acronis,2026-04-01,MooIT,9,126753.79,2887.6808920000008,2887.6808920000008,mooit
Acronis,2026-06-01,CYB3R,13,64932.55,2884.570168,2884.570168,cyb3r
Auvik,2026-07-01,"Intrinsic Technology Group, Inc.",2,522.0,2820.08,2820.08,intrin ic technology group inc
ESET,2026-01-01,Epsilon-Inc.,1,109841.0,2816.761571,2816.761571,ep ilon inc
SentinelOne,2026-07-01,SysTechNY,1,2751.0,2778.51,2778.51,y techny
ESET,2026-02-01,Epsilon-Inc.,1,95882.0,2771.89912,2771.89912,ep ilon inc
Acronis,2026-05-01,CYB3R,13,59281.34,2771.453048,2771.453048,cyb3r
Webroot,2026-06-01,Blue Line Technologies,3,5396.0,2765.62,2765.62,blue line technologie
Webroot,2026-07-01,Blue Line Technologies,3,5396.0,2765.62,2765.62,blue line technologie
Auvik,2026-02-01,"Intrinsic Technology Group, Inc.",2,533.0,2761.29,2761.29,intrin ic technology group inc
Auvik,2026-02-01,Comstar Technologies,1,500.0,2753.75,2753.75,com tar technologie
Acronis,2026-03-01,MooIT,7,120918.65,2752.1717200000003,2752.1717200000003,mooit
Auvik,2026-05-01,"Intrinsic Technology Group, Inc.",2,525.0,2727.05,2727.05,intrin ic technology group inc
Auvik,2026-03-01,"Intrinsic Technology Group, Inc.",2,525.0,2727.05,2727.05,intrin ic technology group inc
Auvik,2026-04-01,"Intrinsic Technology Group, Inc.",2,524.0,2722.77,2722.77,intrin ic technology group inc
SentinelOne,2026-05-01,MOOIT,2,3594.0,2713.4700000000003,2713.4700000000003,mooit
Webroot,2026-03-01,Blue Line Technologies,3,5573.0,2712.05,2712.05,blue line technologie
Proofpoint,2026-04-01,Right Click Solutions LLC,49,1587.0,2694.3399999999997,2694.3399999999997,right click  olution  llc
Proofpoint,2026-03-01,Right Click Solutions LLC,49,1585.0,2690.3500000000004,2690.3500000000004,right click  olution  llc
Acronis,2026-07-01,Computers Etc,4,128426.57,2675.6881359999998,2675.6881359999998,computer  etc
Acronis,2026-03-01,Caspian IT Group,12,89971.42,2674.332132,2674.332132,ca pian it group
Auvik,2026-03-01,Krueger Communications,2,357.0,2674.28,2674.28,krueger communication
Webroot,2026-05-01,Blue Line Technologies,3,5441.0,2664.8599999999997,2664.8599999999997,blue line technologie
Webroot,2026-04-01,Blue Line Technologies,3,5394.0,2654.6099999999997,2654.6099999999997,blue line technologie
Proofpoint,2026-02-01,Right Click Solutions LLC,48,1564.0,2650.9400000000005,2650.9400000000005,right click  olution  llc
Webroot,2026-02-01,Blue Line Technologies,3,5458.0,2647.16,2647.16,blue line technologie
Acronis,2026-03-01,Operational Technologies LLC,1,48176.93,2625.642685,2625.642685,operational technologie  llc
Acronis,2026-01-01,Operational Technologies LLC,1,48176.93,2625.642685,2625.642685,operational technologie  llc
Acronis,2026-02-01,Operational Technologies LLC,1,48176.93,2625.642685,2625.642685,operational technologie  llc
Acronis,2026-02-01,NIC Inc.,8,77715.25,2623.9656999999997,2623.9656999999997,nic inc
Bitdefender,2026-02-01,Network Center Communications,3,2221.0,2621.25,2621.25,network center communication
Proofpoint,2026-05-01,Right Click Solutions LLC,49,1540.0,2615.41,2615.41,right click  olution  llc
Acronis,2026-02-01,MooIT,7,116529.35,2607.91968,2607.91968,mooit
Webroot,2026-01-01,Blue Line Technologies,3,5366.0,2606.24,2606.24,blue line technologie
Acronis,2026-01-01,NIC Inc.,8,75042.02,2578.2834959999996,2578.2834959999996,nic inc
Acronis,2026-01-01,MooIT,7,113965.3,2578.05914,2578.05914,mooit
Auvik,2026-01-01,Comstar Technologies,1,500.0,2575.0,2575.0,com tar technologie
Bitdefender,2026-03-01,Network Center Communications,3,2149.0,2569.85,2569.85,network center communication
Acronis,2026-06-01,Computers Etc,4,118023.37,2557.296476,2557.296476,computer  etc
Acronis,2026-03-01,NIC Inc.,8,75879.34,2554.7201320000004,2554.7201320000004,nic inc
Acronis,2026-05-01,Computers Etc,4,116061.15,2550.6614199999995,2550.6614199999995,computer  etc
Acronis,2026-04-01,Computers Etc,4,114796.11,2531.938828,2531.938828,computer  etc
Auvik,2026-01-01,"Intrinsic Technology Group, Inc.",2,527.0,2525.6,2525.6,intrin ic technology group inc
Acronis,2026-02-01,Caspian IT Group,11,82754.01999999999,2518.383015,2518.383015,ca pian it group
SentinelOne,2026-07-01,VTGUS,3,3495.0,2513.15,2513.15,vtgu
Auvik,2026-06-01,"ConnectWise, LLC",1,460.0,2505.0,2505.0,connectwi e llc
ESET,2026-01-01,Caspian IT Group,1,97650.0,2504.135682,2504.135682,ca pian it group
Acronis,2026-03-01,Computers Etc,4,112168.27,2493.048596,2493.048596,computer  etc
Acronis,2026-04-01,NIC Inc.,8,76685.16,2491.4779679999997,2491.4779679999997,nic inc
Proofpoint,2026-01-01,Right Click Solutions LLC,45,1466.0,2487.86,2487.86,right click  olution  llc
Proofpoint,2026-01-01,Legado Systems,2,1512.0,2487.2400000000002,2487.2400000000002,legado  y tem
Auvik,2026-04-01,Krueger Communications,2,331.0,2479.54,2479.54,krueger communication
Acronis,2026-01-01,Buddy Rents,2,5134.88,2479.1218240000003,2479.1218240000003,buddy rent
ESET,2026-02-01,Caspian IT Group,1,85600.0,2474.651808,2474.651808,ca pian it group
Acronis,2026-02-01,Computers Etc,4,111981.34,2471.475932,2471.475932,computer  etc
Acronis,2026-01-01,Caspian IT Group,11,79083.6,2468.5806340000004,2468.5806340000004,ca pian it group
Auvik,2026-02-01,Krueger Communications,2,329.0,2464.56,2464.56,krueger communication
Acronis,2026-02-01,Buddy Rents,2,5669.0,2455.9519,2455.9519,buddy rent
Acronis,2026-03-01,Premier Technology LLC,5,119601.39,2447.080722,2447.080722,premier technology llc
Acronis,2026-01-01,Computers Etc,4,109871.34,2438.558732,2438.558732,computer  etc
Acronis,2026-04-01,Buddy Rents,2,5663.04,2424.788792,2424.788792,buddy rent
Acronis,2026-03-01,Buddy Rents,3,5594.86,2415.121878,2415.121878,buddy rent
Acronis,2026-06-01,Bel USA LLC,7,113199.48,2411.776704,2411.776704,bel u a llc
Acronis,2026-06-01,MooIT,9,93890.54,2395.8966920000003,2395.8966920000003,mooit
Acronis,2026-05-01,Buddy Rents,2,6014.35,2388.55498,2388.55498,buddy rent
ESET,2026-03-01,Epsilon-Inc.,1,91887.0,2386.025647,2386.025647,ep ilon inc
Acronis,2026-07-01,Buddy Rents,2,6880.12,2380.6517759999997,2380.6517759999997,buddy rent
Acronis,2026-02-01,Bel USA LLC,7,105297.56,2375.399588,2375.399588,bel u a llc
Acronis,2026-02-01,Premier Technology LLC,5,116544.39,2372.438672,2372.438672,premier technology llc
Acronis,2026-06-01,Buddy Rents,2,6225.84,2370.9684319999997,2370.9684319999997,buddy rent
ESET,2026-03-01,Caspian IT Group,1,91270.0,2370.004036,2370.004036,ca pian it group
Acronis,2026-01-01,Premier Technology LLC,5,115351.07,2342.163236,2342.163236,premier technology llc
ESET,2026-04-01,Caspian IT Group,1,88500.0,2336.496266,2336.496266,ca pian it group
Acronis,2026-01-01,Bel USA LLC,7,102434.03,2336.4255439999997,2336.4255439999997,bel u a llc
Acronis,2026-07-01,MooIT,9,95034.18,2335.547064,2335.547064,mooit
ESET,2026-04-01,Epsilon-Inc.,1,88199.0,2328.549539,2328.549539,ep ilon inc
Proofpoint,2026-06-01,P5 Ventures,15,1082.0,2325.42,2325.42,p5 venture
Auvik,2026-06-01,Five Rivers IT,2,271.0,2320.17,2320.17,five river  it
Auvik,2026-05-01,Five Rivers IT,2,271.0,2320.17,2320.17,five river  it
ESET,2026-05-01,Epsilon-Inc.,1,88894.0,2313.612437,2313.612437,ep ilon inc
ESET,2026-07-01,Epsilon-Inc.,1,88621.0,2306.507163,2306.507163,ep ilon inc
Auvik,2026-04-01,Five Rivers IT,2,269.0,2303.05,2303.05,five river  it
Auvik,2026-01-01,Krueger Communications,2,329.0,2303.0,2303.0,krueger communication
ESET,2026-07-01,"Total Technology Resources, LLC",1,88350.0,2299.453943,2299.453943,total technology re ource  llc
ESET,2026-01-01,AU/NZ Legacy License Billing - *Please do not touch*,5,119443.0,2290.355919,2290.355919,au nz legacy licen e billing plea e do not touch
ESET,2026-07-01,AU/NZ Legacy License Billing - *Please do not touch*,5,119443.0,2290.355919,2290.355919,au nz legacy licen e billing plea e do not touch
ESET,2026-05-01,AU/NZ Legacy License Billing - *Please do not touch*,5,119443.0,2290.355919,2290.355919,au nz legacy licen e billing plea e do not touch
ESET,2026-03-01,AU/NZ Legacy License Billing - *Please do not touch*,5,119443.0,2290.3559189999996,2290.3559189999996,au nz legacy licen e billing plea e do not touch
ESET,2026-04-01,AU/NZ Legacy License Billing - *Please do not touch*,5,115590.0,2290.32387,2290.32387,au nz legacy licen e billing plea e do not touch
ESET,2026-02-01,AU/NZ Legacy License Billing - *Please do not touch*,5,107884.0,2290.301888,2290.301888,au nz legacy licen e billing plea e do not touch
Proofpoint,2026-07-01,P5 Ventures,15,1068.0,2282.3,2282.3,p5 venture
Proofpoint,2026-05-01,P5 Ventures,15,1052.0,2259.66,2259.66,p5 venture
ESET,2026-06-01,Epsilon-Inc.,1,86384.0,2248.285562,2248.285562,ep ilon inc
Auvik,2026-05-01,Krueger Communications,2,298.0,2232.37,2232.37,krueger communication
Auvik,2026-06-01,Krueger Communications,2,296.0,2217.39,2217.39,krueger communication
ESET,2026-06-01,AU/NZ Legacy License Billing - *Please do not touch*,5,115590.0,2216.47347,2216.47347,au nz legacy licen e billing plea e do not touch
Auvik,2026-07-01,Five Rivers IT,2,257.0,2200.33,2200.33,five river  it
Bitdefender,2026-04-01,Network Center Communications,3,1842.0,2173.85,2173.85,network center communication
Acronis,2026-02-01,A Tech 4 U,5,39841.909999999996,2170.0974770000003,2170.0974770000003,a tech 4 u
ESET,2026-05-01,Caspian IT Group,1,83368.0,2169.789206,2169.789206,ca pian it group
Acronis,2026-04-01,Premier Technology LLC,5,104652.05,2156.0307399999997,2156.0307399999997,premier technology llc
ESET,2026-02-01,"Total Technology Resources, LLC",1,74200.0,2145.083693,2145.083693,total technology re ource  llc
ESET,2026-05-01,"Total Technology Resources, LLC",1,82150.0,2138.088754,2138.088754,total technology re ource  llc
Bitdefender,2026-05-01,Network Center Communications,3,1806.0,2137.65,2137.65,network center communication
ESET,2026-03-01,"Total Technology Resources, LLC",1,82150.0,2133.185401,2133.185401,total technology re ource  llc
Auvik,2026-05-01,"ConnectWise, LLC",1,384.0,2125.0,2125.0,connectwi e llc
Acronis,2026-07-01,A Tech 4 U,7,39127.380000000005,2107.645876,2107.645876,a tech 4 u
ESET,2026-01-01,"Total Technology Resources, LLC",1,82150.0,2106.653828,2106.653828,total technology re ource  llc
Proofpoint,2026-04-01,P5 Ventures,14,968.0,2105.2799999999997,2105.2799999999997,p5 venture
Acronis,2026-04-01,A Tech 4 U,7,38762.869999999995,2103.436827,2103.436827,a tech 4 u
ESET,2026-04-01,"Total Technology Resources, LLC",1,79500.0,2098.886476,2098.886476,total technology re ource  llc
Acronis,2026-03-01,A Tech 4 U,5,38404.83,2091.6586170000005,2091.6586170000005,a tech 4 u
Acronis,2026-05-01,A Tech 4 U,7,38446.15,2081.554507,2081.554507,a tech 4 u
ESET,2026-06-01,"Total Technology Resources, LLC",1,79900.0,2079.528806,2079.528806,total technology re ource  llc
ESET,2026-07-01,Caspian IT Group,1,79360.0,2065.474419,2065.474419,ca pian it group
Acronis,2026-01-01,Moon Computers Ltd,11,96045.13,2049.843271,2049.843271,moon computer  ltd
Acronis,2026-01-01,A Tech 4 U,5,37483.96,2041.589202,2041.589202,a tech 4 u
