BILLING_MONTH,Entity,Tenant name,Identifier,Type,Status,Mode,Service name,Edition,Metric name,Location,Metric unit,Quota,Production usage,Change in production usage,Trial usage,Change in trial usage,Total usage,Change in total usage,Price,Cost,Billing model,Storage type,Pricing tier ID,SKU
2026-05-01,US_Master,DG Network Solutions LLC,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,9724.56,9.87,0.00,0.00,9724.56,9.87,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,DG Network Solutions LLC,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,13163.42,224.42,0.00,0.00,13163.42,224.42,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,DG Network Solutions LLC,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Secur3IT,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Secur3IT,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,974.91,27.92,0.00,0.00,974.91,27.92,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Secur3IT,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,210.66,5.37,0.00,0.00,210.66,5.37,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,2,-1,0,0,2,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,69,7,0,0,69,7,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Direct Backup to Public Cloud workstations protected,,,Unlimited,2,-1,0,0,2,-1,N/A,N/A,,,,SRFUMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Direct Backup to Public Cloud VMs protected,,,Unlimited,12,7,0,0,12,7,N/A,N/A,,,,SREUMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,508.60,-15.53,0.00,0.00,508.60,-15.53,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,27,1,0,0,27,1,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,Desert IT Solutions /1,265154,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Virtual Communication Specialists 1,,Partner,Enabled,,Cyber Protection,,Local Storage Per gigabyte,,GB,Unlimited,1691.13,0.00,0.00,0.00,1691.13,0.00,N/A,N/A,,,,SP4BMSENS
2026-05-01,US_Master,Virtual Communication Specialists 1,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,6634.71,0.00,0.00,0.00,6634.71,0.00,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Baltnetos Komunikacijos,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Baltnetos Komunikacijos,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,9.43,0.00,0.00,0.00,9.43,0.00,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,InfoTech Maine LLC,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,149.81,2.79,0.00,0.00,149.81,2.79,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,InfoTech Maine LLC,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Fort Valley Utility Commission,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,22326.30,-97.53,0.00,0.00,22326.30,-97.53,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"GSG Computers, Inc.",17709,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,"GSG Computers, Inc.",17709,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2444.80,9.39,0.00,0.00,2444.80,9.39,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Eos Systems,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2577.83,-89.95,0.00,0.00,2577.83,-89.95,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,27,1,0,0,27,1,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,Mobiles protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRBAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,32759.48,-800.75,0.00,0.00,32759.48,-800.75,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,13241.74,4375.75,0.00,0.00,13241.74,4375.75,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,Infinite Systems Inc,,Partner,Enabled,,Cyber Protection,Per workload,Network-attached storages (NAS) protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPD5MSENS
2026-05-01,US_Master,COMHOME Network Solutions,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,COMHOME Network Solutions,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,10783.24,320.45,0.00,0.00,10783.24,320.45,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,COMHOME Network Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,5.42,0.28,0.00,0.00,5.42,0.28,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,COMHOME Network Solutions,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2134.42,-20.23,0.00,0.00,2134.42,-20.23,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,COMHOME Network Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2633.39,-9.47,0.00,0.00,2633.39,-9.47,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,COMHOME Network Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Google Workspace seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,29,0,0,0,29,0,N/A,N/A,,acronis,,SQ8AMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,34,0,0,0,34,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,23,0,0,0,23,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,8,0,0,0,8,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,"ThinkTech Computers, Inc",18605,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Partner Storage),abgw.us-east-2.amnetportal.com:44445,,Unlimited,30,0,0,0,30,0,N/A,N/A,,,,SRAAMSENS
2026-05-01,US_Master,GRS Technology Solutions,146633,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,GRS Technology Solutions,146633,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,228.87,0.01,0.00,0.00,228.87,0.01,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,GRS Technology Solutions,146633,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (baas-fes-us3.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,0.18,-0.00,0.00,0.00,0.18,-0.00,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,GRS Technology Solutions,146633,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,371.96,26.50,0.00,0.00,371.96,26.50,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Noah Morrison,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Noah Morrison,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Noah Morrison,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,1322.85,-26.99,0.00,0.00,1322.85,-26.99,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,JointVue,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,JointVue,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,907.11,-4.06,0.00,0.00,907.11,-4.06,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Turner Teleco Alexandria,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Turner Teleco Alexandria,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Turner Teleco Alexandria,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,25.21,0.00,0.00,0.00,25.21,0.00,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,20,0,0,0,20,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,31,0,0,0,31,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,24,4,0,0,24,4,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,14910.13,182.66,0.00,0.00,14910.13,182.66,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,47281.43,3213.90,0.00,0.00,47281.43,3213.90,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ThrottleNet Inc,38360,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,955.96,2.93,0.00,0.00,955.96,2.93,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,Premier Technology LLC,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,35,-4,0,0,35,-4,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Premier Technology LLC,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,28,0,0,0,28,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Premier Technology LLC,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,62,3,0,0,62,3,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Premier Technology LLC,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,60,1,0,0,60,1,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Premier Technology LLC,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,86704.33,-17762.73,0.00,0.00,86704.33,-17762.73,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Twin Pines Technology,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,515.58,30.19,0.00,0.00,515.58,30.19,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Louisiana Eye & Laser,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Louisiana Eye & Laser,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Louisiana Eye & Laser,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,2,-3,0,0,2,-3,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Louisiana Eye & Laser,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Louisiana Eye & Laser,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,20532.39,1179.65,0.00,0.00,20532.39,1179.65,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,28,0,0,0,28,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,8,0,0,0,8,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,7987.87,85.24,0.00,0.00,7987.87,85.24,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (baas-fes-us3.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,6.87,-0.08,0.00,0.00,6.87,-0.08,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,3229.36,9.30,0.00,0.00,3229.36,9.30,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,ByteWyze Computer Services,31437,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,4,0,0,0,4,0,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,System Go,,Partner,Enabled,,Cyber Protection,,Local Storage Per gigabyte,,GB,Unlimited,8932.67,0.00,0.00,0.00,8932.67,0.00,N/A,N/A,,,,SP4BMSENS
2026-05-01,US_Master,System Go,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,63105.16,-1907.52,0.00,0.00,63105.16,-1907.52,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,8,1,1,0,9,1,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,680.52,-0.84,0.00,0.00,680.52,-0.84,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,1582.17,3.52,0.00,0.00,1582.17,3.52,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2261.41,69.70,0.00,0.00,2261.41,69.70,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,872.45,7.48,0.00,0.00,872.45,7.48,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,0,0,8,8,8,8,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,Prefix Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,0,0,3,3,3,3,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Secure Cyber Defense,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Secure Cyber Defense,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,269.43,-2.87,0.00,0.00,269.43,-2.87,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,"Gray Wolf Information Technologies, Inc.",,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,"Gray Wolf Information Technologies, Inc.",,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,"Gray Wolf Information Technologies, Inc.",,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,"Gray Wolf Information Technologies, Inc.",,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,14,0,0,0,14,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,"Gray Wolf Information Technologies, Inc.",,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,3852.12,38.68,0.00,0.00,3852.12,38.68,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"Gray Wolf Information Technologies, Inc.",,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,3458.20,61.01,0.00,0.00,3458.20,61.01,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,Achronix Semiconductor Corp,,Partner,Disabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,56.49,-0.00,0.00,0.00,56.49,-0.00,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,13,0,0,0,13,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (baas-fes-us3.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,12535.66,36.10,0.00,0.00,12535.66,36.10,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,1481.20,-8.53,0.00,0.00,1481.20,-8.53,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,108,-1,0,0,108,-1,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,293,-5,0,0,293,-5,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,BB2 Technology Group,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,483,10,0,0,483,10,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Enhanced Computing Solutions,40548,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,341,12,0,0,341,12,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Enhanced Computing Solutions,40548,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,39,-2,0,0,39,-2,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Enhanced Computing Solutions,40548,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,27,0,0,0,27,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Enhanced Computing Solutions,40548,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPIAMSENS
