BILLING_MONTH,Entity,Tenant name,Identifier,Type,Status,Mode,Service name,Edition,Metric name,Location,Metric unit,Quota,Production usage,Change in production usage,Trial usage,Change in trial usage,Total usage,Change in total usage,Price,Cost,Billing model,Storage type,Pricing tier ID,SKU
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,26,0,0,0,26,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,103,2,0,0,103,2,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,2,1,0,0,2,1,N/A,N/A,,,,SPIAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,56967.98,2590.96,0.00,0.00,56967.98,2590.96,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,0,-6,0,0,0,-6,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,AUS_DEV,SIAX COMPUTING SOLUTIONS,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,0,-2,0,0,0,-2,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Williams Technology Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,Williams Technology Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,52,-1,0,0,52,-1,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Williams Technology Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Web Hosting Servers protected,,,1,1,0,0,0,1,0,N/A,N/A,,,,SQ7AMSENS
2026-05-01,AUS_DEV,NEO TECHNOLOGIES CONSULTING PTY LTD,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,0,-1,0,0,0,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,NEO TECHNOLOGIES CONSULTING PTY LTD,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,0,-8,0,0,0,-8,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,NEO TECHNOLOGIES CONSULTING PTY LTD,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,0,-7,0,0,0,-7,N/A,N/A,,,,SPIAMSENS
2026-05-01,AUS_DEV,NEO TECHNOLOGIES CONSULTING PTY LTD,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,0.00,-10375.09,0.00,0.00,0.00,-10375.09,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,NEO TECHNOLOGIES CONSULTING PTY LTD,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,0,-79,0,0,0,-79,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,AUS_DEV,NEO TECHNOLOGIES CONSULTING PTY LTD,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,0,-17,0,0,0,-17,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,269,2,0,-2,269,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,2,1,0,0,2,1,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,11,0,0,0,11,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,91682.00,1140.64,0.00,-220.12,91682.00,920.52,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,533,19,0,-2,533,17,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Data Loss Prevention workloads protected,,,Unlimited,5,-1,0,0,5,-1,N/A,N/A,,,,SRI5MSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,275,16,0,0,275,16,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Tech4Biz,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Local Storage),,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SRAAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,8,1,0,-1,8,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected (included features),,,Unlimited,22,0,0,0,22,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,10,0,0,0,10,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected (included features),,,Unlimited,7,0,0,0,7,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,41,0,0,0,41,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,VMs (included features) protected,,,Unlimited,11,0,0,0,11,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,3,1,0,-1,3,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,51,0,0,0,51,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,31879.75,363.74,0.00,0.00,31879.75,363.74,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,5401.99,134.93,0.00,0.00,5401.99,134.93,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery compute points,Acronis Cloud,,Unlimited,34.80,34.80,0.00,0.00,34.80,34.80,N/A,N/A,,acronis,,SQYAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,35,12,0,0,35,12,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,AUS_DEV,Chris Humphrey Office National,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Enterprise Business IT Solutions Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,Enterprise Business IT Solutions Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Enterprise Business IT Solutions Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,3513.03,-17.96,0.00,0.00,3513.03,-17.96,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,Medic Cloud,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,3,-1,0,0,3,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,Medic Cloud,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,Medic Cloud,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Medic Cloud,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,3792.19,-1080.01,0.00,0.00,3792.19,-1080.01,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected (included features),,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,76,0,0,0,76,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs (included features) protected,,,Unlimited,8,0,0,0,8,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,12,0,0,0,12,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,14,0,0,0,14,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,53398.84,6764.62,0.00,0.00,53398.84,6764.62,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,319,-63,0,0,319,-63,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,AUS_DEV,Skynet Broadband Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,221,0,0,0,221,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,AUS_DEV,Trimble Networks Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,39,-2,0,0,39,-2,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Trimble Networks Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,21273.27,-1194.70,0.00,0.00,21273.27,-1194.70,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,Trimble Networks Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,25271.91,-1295.32,0.00,0.00,25271.91,-1295.32,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,AUS_DEV,Trimble Networks Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery public IP addresses,Acronis Cloud,,Unlimited,2,-1,0,0,2,-1,N/A,N/A,,acronis,,SEDAMSENS
2026-05-01,AUS_DEV,Trimble Networks Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery compute points,Acronis Cloud,,Unlimited,104.53,104.53,0.00,0.00,104.53,104.53,N/A,N/A,,acronis,,SQYAMSENS
2026-05-01,AUS_DEV,Trimble Networks Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd2-acs01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,3962.53,-150.31,0.00,0.00,3962.53,-150.31,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,-2,0,0,1,-2,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,66,-8,0,0,66,-8,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,45,0,0,-2,45,-2,N/A,N/A,,,,SPIAMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Direct Backup to Public Cloud VMs protected,,,Unlimited,0,-4,0,0,0,-4,N/A,N/A,,,,SREUMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd1-acs2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,33689.28,1189.05,0.00,0.00,33689.28,1189.05,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Email and Collaboration Security mailboxes protected,,,Unlimited,848,10,0,-3,848,7,N/A,N/A,,,,SO4AMSENS
2026-05-01,AUS_DEV,NXT IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,1666.58,21.76,0.00,0.00,1666.58,21.76,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,AUS_DEV,Myriad Technologies Services Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,AUS_DEV,Myriad Technologies Services Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,7,0,0,0,7,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,AUS_DEV,Myriad Technologies Services Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,37,0,0,0,37,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,AUS_DEV,Myriad Technologies Services Pty Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,AUS_DEV,Myriad Technologies Services Pty Ltd,,Partner,Enabled,,Advanced Automation,,PSA seats,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SQACMSENS
2026-05-01,AUS_DEV,Myriad Technologies Services Pty Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-syd2-acs01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,33750.19,780.92,0.00,0.00,33750.19,780.92,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,Advanced Systems,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,63,-2,0,0,63,-2,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,Advanced Systems,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,5,0,1,1,6,1,N/A,N/A,,,,SPEAMSENS
2026-05-01,CAN_DEV,Advanced Systems,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,117,-2,0,0,117,-2,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,Advanced Systems,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,80775.07,-1205.32,105.98,105.98,80881.05,-1099.34,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,Armagh Cash Register Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,68,1,0,0,68,1,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,Armagh Cash Register Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,CAN_DEV,Armagh Cash Register Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,Armagh Cash Register Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,2090.00,72.79,0.00,0.00,2090.00,72.79,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,31,-1,0,0,31,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,,Local Storage Per gigabyte,,GB,Unlimited,226.96,57.63,0.00,0.00,226.96,57.63,N/A,N/A,,,,SP4BMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,321.85,60.89,0.00,0.00,321.85,60.89,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,20030.62,39.40,0.00,0.00,20030.62,39.40,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,IDFS,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,6,-2,0,0,6,-2,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,CAN_DEV,Semsoft,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,34,0,0,0,34,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,Semsoft,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,CAN_DEV,Semsoft,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,18394.07,702.58,0.00,0.00,18394.07,702.58,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,Semsoft,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,384,1,0,0,384,1,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,CAN_DEV,Semsoft,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,46,0,0,0,46,0,N/A,N/A,,,,SPDCMSENS
2026-05-01,CAN_DEV,Semsoft,,Partner,Enabled,,Cyber Protection,Per workload,Google Workspace seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,8,-4,0,0,8,-4,N/A,N/A,,acronis,,SQ8AMSENS
2026-05-01,CAN_DEV,Intricate Networks,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,7,0,0,0,7,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,Intricate Networks,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,17,0,0,0,17,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,Intricate Networks,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,CAN_DEV,Intricate Networks,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,1382.89,30.51,0.00,0.00,1382.89,30.51,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,Cattle Tech Inc,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,20,0,0,0,20,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,Cattle Tech Inc,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,2,0,1,1,3,1,N/A,N/A,,,,SPEAMSENS
2026-05-01,CAN_DEV,Cattle Tech Inc,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,5850.68,85.16,3.53,3.53,5854.21,88.69,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,"Circle Technologies, Ltd",,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,"Circle Technologies, Ltd",,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,"Circle Technologies, Ltd",,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,CAN_DEV,"Circle Technologies, Ltd",,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,5583.52,-2029.98,0.00,0.00,5583.52,-2029.98,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,CAN_DEV,ScotiaComp Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,47,-8,0,0,47,-8,N/A,N/A,,,,SPGAMSENS
2026-05-01,CAN_DEV,ScotiaComp Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,2,-1,0,0,2,-1,N/A,N/A,,,,SPEAMSENS
2026-05-01,CAN_DEV,ScotiaComp Technologies,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,0,-2,0,0,0,-2,N/A,N/A,,,,SPFAMSENS
2026-05-01,CAN_DEV,ScotiaComp Technologies,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,9,-1,0,0,9,-1,N/A,N/A,,,,SPIAMSENS
2026-05-01,CAN_DEV,ScotiaComp Technologies,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,0,-3,0,0,0,-3,N/A,N/A,,,,SRHAMSENS
2026-05-01,CAN_DEV,ScotiaComp Technologies,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-yvr1-aci01.acronis.com:44445) used - Class 2,Acronis Cloud,GB,Unlimited,42468.83,-3266.52,0.00,0.00,42468.83,-3266.52,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,EU8_Master,Adfranse Automatisering B V,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
