month,manual_files,auto_rows,manual_rows,auto_distinct_rows,manual_distinct_rows,diff_distinct_rows,net_row_delta
2026-05,Acronis Usage MAY 2026.xlsx | Acronis ASIO Usage MAY 2026.xlsx,2471,2468,2471,2468,3,3
