VENDOR,PARTNER_NAME,PARENT_COMPANY,SF_ID,CMS_ID,ZUORA_NAME
ESET,"The Dirks Group, LLC",,ACT-00143255,,"The Dirks Group, LLC"
ESET,"Direct Companies, LLC",,ACT-00151759,,DirectCompanies
KeepIT,"MainSpring, Inc.",,,,
KeepIT,BIZITSS - Division of TCM Group LLC,0,ACT-00196565,10609,BIZITSS
KeepIT,Lucky 13 Solutions,0,ACT-00236678,23503,Lucky 13 Solutions
KeepIT,Aztech IT Solutions,,ACT-00187124,24697,Aztech IT Solutions
KeepIT,AWD,0,ACT-00080075,8380,AWD
KeepIT,CMD2CWTestPartnerPROD4,0,ACT-00246623,25952,Secur-Serv
KeepIT,CMIT Solutions of East Brunswick,CMIT Headquarters,ACT-00291376,26787,CMIT Solutions of East Brunswick
KeepIT,Innovation Networks Inc,,,,
KeepIT,Strategic Network Consulting Ltd (UK),,,,
KeepIT,Innovative Technology Designs,0,ACT-00246812,32151,Innovative Technology Designs
KeepIT,Maureen Data Systems Inc,0,ACT-00155345,21284,Maureen Data Systems Inc
KeepIT,RMON Networks Inc,0,ACT-00124746,11527,RMON Networks Inc
KeepIT,Network Dynamics,0,ACT-00142623,26419,Network Dynamics
KeepIT,Stash Ventures,0,ACT-00259262,31529,Stash Ventures
KeepIT,Net Value Partners LLC,0,ACT-00441538,31555,Net Value Partners
KeepIT,Prophet Network Integration,,,,
KeepIT,CCS Business Solutions,0,ACT-00098821,2892,CCS Business Solutions
KeepIT,Trusted Technology Partners,0,ACT-00455587,32201,Trusted Technology Partners
KeepIT,Bruns Construction Enterprises In,,,,
KeepIT,Abilas IT Ltd,0,ACT-00029222,17133,ABILAS
KeepIT,Advanced Systems,0,ACT-00195588,21135,Advanced Systems
KeepIT,NetConnect,0,ACT-00203599,31466,NetConnect
KeepIT,"Granite Information Technology, LLC",,,,
KeepIT,Techordia,0,ACT-00008308,23275,Techordia LLC
KeepIT,Ulu Malu Systems,0,ACT-00274371,24402,Ulu HI-Tech
KeepIT,ScotiaComp Technologies,0,ACT-00065309,29456,ScotiaComp Technologies
KeepIT,Simplified IT Consulting,,,,
KeepIT,AOP,0,ACT-00291772,27019,AOP
KeepIT,Medic Cloud,,ACT-00275363,24582,Medic Cloud
KeepIT,Patriot Erectors LLC,0,ACT-00151502,31120,"Patriot Erectors, LLC"
KeepIT,Charles IT,,ACT-00167031,9263,Charles IT
KeepIT,DevQAPune,,,,
KeepIT,The Hill Country Tech,,ACT-00253010,25327,The Hill Country Tech
KeepIT,Danmark Communications,,ACT-00163457,374,Rubino Network Consulting dba RNC Inc
KeepIT,BetterWorld Technology,0,ACT-00208525,19650,BetterWorld Technologies
KeepIT,GammalTech,0,ACT-00379444,32568,GammalTech
KeepIT,IMP Solutions,#N/A,ACT-00161401,18599,IMP Solutions
KeepIT,Sharp IT Services (UK) Limited,,ACT-00108868,500000084,Sharp IT Services (UK) Limited
KeepIT,ENT Networks,0,ACT-00204987,17367,ENT Networks Inc
KeepIT,Quantech Corporation,,,,
KeepIT,Steel and Metal Systems Inc,0,ACT-00419284,30812,"Steel & Metal Systems, Inc."
KeepIT,Access Tech,0,ACT-00165553,27810,Access Tech
KeepIT,AspireTech,,ACT-00061211,11,AspireTech
KeepIT,Sharp Business Systems Danmark AS,0,ACT-00420905,500000758,Sharp Business Systems Danmark AS
KeepIT,InfraZen Ltd,,,,
KeepIT,First Choice Communication Services,0,ACT-00090363,32577,First Choice Communication Services
KeepIT,"NewQuest IT Solutions, LLC",0,ACT-00053066,12554,"NewQuest IT Solutions, LLC"
KeepIT,Technology Advisory Group,0,ACT-00073557,1103,Technology Advisory Group
KeepIT,Fortified Solutions,0,ACT-00316982,27723,Fortified Solutions
KeepIT,Strategic Solutions of Virginia,,,,
KeepIT,"Tech Heads, Inc.",0,ACT-00147202,25800,Tech Heads Inc.
KeepIT,Wavehill IT Solutions,,ACT-00106371,500000382,Wavehill IT Solutions
KeepIT,Sharp Business Systems Sweden AB,,,,
KeepIT,Ace Networks Computer Systems Inc,0,ACT-00247036,23217,ACE Systems
KeepIT,MSP BlueTeam,0,ACT-00444987,31646,MSP BlueTeam
KeepIT,The Financial Services Network,0,ACT-00177708,272,Total Secure Technology
KeepIT,idtsupport,0,ACT-00264638,30056,JAM Technical Solutions
KeepIT,HMB Tech,0,ACT-00216274,26298,HMB Tech
KeepIT,MicroAge Chatham,0,ACT-00235750,23849,MicroAge Chatham
KeepIT,Granero Data Systems,0,ACT-00235349,7261,Granero
KeepIT,Mirus IT,,ACT-00019231,26351,Mirus IT
KeepIT,Skytel Networks Inc.,0,ACT-00114403,28247,Skytel Networks Inc.
KeepIT,Future Logic,0,ACT-00163452,15119,Future Logic
KeepIT,My 365 Admin,,,,
KeepIT,"Sahaka, Llc",#N/A,ACT-00205537,23313,"Sahaka, Llc"
KeepIT,Aufsite,,ACT-00295874,27089,Aufsite
KeepIT,Campfire I T Ltd,,,,
KeepIT,TriCore,,ACT-00148077,500000298,TriCore
KeepIT,VectorPro LLC,0,ACT-00286639,26168,UMIT Technologies
KeepIT,Software Distribution SOFTDISTRIBUTION C.A.,,ACT-00429035,31449,Software Distribution SOFTDISTRIBUTION C.A.
KeepIT,Summit Digital Networks,,ACT-00056189,13811,BeckTek Computer Consultants
KeepIT,Solution ITED,0,ACT-00019966,20965,ited solutions inc
KeepIT,Aloft AeroArchitects,0,ACT-00225640,30757,Aloft AeroArchitects
KeepIT,"F8 Tech, LLC",#N/A,ACT-00153596,26523,"F8 Tech, LLC"
KeepIT,Keystone Digital Imaging Inc,0,ACT-00099576,30766,Keystone Digital Imaging Inc
KeepIT,Acora Ltd T/A Acora One,,,,
KeepIT,Founders IT Group,0,ACT-00431740,31329,Founders IT Group
KeepIT,Simon IT,0,ACT-00336718,28653,Simon IT
KeepIT,SomersetLLC,0,ACT-00223810,23984,Somerset Systems
KeepIT,Infinit Technology Solutions,0,ACT-00073125,30660,Zevity Tech
KeepIT,ProTech Services Group Inc,0,ACT-00196143,26374,"Protech Systems Group, Inc."
KeepIT,Sol Schwartz and Assoc,0,ACT-00136570,31491,Sol Schwartz & Assoc
KeepIT,B2B IT Services,,ACT-00165395,500000340,B2B IT Services
KeepIT,RecoverProd01,,,,
KeepIT,Entre Computer Services,,,,
KeepIT,ChaceTech,0,ACT-00246713,25304,ChaceTech
KeepIT,"Numa Networks, LLC",,,,
KeepIT,Techtank IT,0,ACT-00275871,24844,Techtank IT
KeepIT,SMP Network Solutions Ltd,0,ACT-00069348,13254,SMP Network Solutions Ltd
KeepIT,Universal Information Systems,0,ACT-00119602,1907,Universal Information Systems
KeepIT,Alliance Solutions Partners Inc,,ACT-00246640,27768,Alliance Solutions Partners Inc
KeepIT,"eb Logix, Inc.",0,ACT-00069210,27541,"eb Logix, Inc."
KeepIT,Computer Troubleshooters UK Dudley,0,ACT-00178321,13353,Computer Troubleshooters - Dudley UK
KeepIT,C-3is,0,ACT-00380852,30170,C-3is
KeepIT,Auxzillium,0,ACT-00007100,25190,Auxzillium LLC
KeepIT,Microtec Performance Informatique,,ACT-00063012,26843,Microtec Informatique
KeepIT,InfoShelter Ltd,0,ACT-00288325,26121,InfoShelter Ltd
KeepIT,Current Technologies FL,0,ACT-00038655,25194,Current Technologies Corp.
KeepIT,GC Technology Ltd,,ACT-00048742,26212,GC Technology Ltd
KeepIT,Pittsburgh Computer Solutions,0,ACT-00056546,23978,Pittsburgh Computer Solutions
KeepIT,GT Technical Solutions,0,ACT-00240179,29004,GT Technical Solutions
KeepIT,SNS - Secure Network Services,,ACT-00075716,30251,Iowa Solutions Inc
KeepIT,K and M Communications,0,ACT-00268129,23764,The Navicon Group
KeepIT,Altrua Group,0,ACT-00034140,15662,Altrua Group
KeepIT,Acrivos Systems,0,ACT-00336560,32704,Acrivos Systems
KeepIT,TruStack Ltd,,ACT-00028849,500000070,TruStack Ltd
KeepIT,Certified CIO,,ACT-00004438,28349,Certified CIO
KeepIT,Computer Logic,0,ACT-00026766,24371,Computer Logic
KeepIT,Kraken Technology Solutions LLC,0,ACT-00361333,28805,"Kraken Technology Solutions, LLC"
KeepIT,SinglePoint Global,,ACT-00265539,30290,Klugman IT Consulting
KeepIT,Technical Drive,,ACT-00243291,500000182,Technical Drive
KeepIT,Serverli Inc,0,ACT-00434501,31018,Serverli Inc
KeepIT,BCIT Solutions,,ACT-00267798,24248,BCIT Solutions
KeepIT,"Tech3 Business Systems, LLC",,,,
KeepIT,ATS,,,,
KeepIT,Nitec Solutions,0,ACT-00016615,500000080,Nitec Solutions
KeepIT,Cloud & More,,,,
KeepIT,All IT Solutions,,,,
KeepIT,Baker Tech Services,0,ACT-00261144,31033,Baker Tech Services
KeepIT,Solutions Networking Corporation,0,ACT-00052543,26327,Solutions Networking Corporation
KeepIT,TechAdvisors,0,ACT-00239407,30844,TechAdvisors
KeepIT,Think IP Systems,,ACT-00136609,31188,Think IP Systems
KeepIT,BetterWorld Technologies,0,ACT-00020697,1297,Computer Troubleshooters - Mamaroneck
KeepIT,CIC,,ACT-00295915,31502,CIC
KeepIT,Foster MSP LLC,0,ACT-00153883,2992,Beratung LLC dba Foster MSP
KeepIT,UCS Sydney PTY Ltd,,ACT-00290846,26796,UCS Sydney PTY Ltd
KeepIT,stratait,0,ACT-00151889,24477,CATS Technology Solutions Group
KeepIT,CCFW,,,,
KeepIT,Attache Group,0,ACT-00151231,27179,Attache Group
KeepIT,Indevtech Incorporated,,,,
KeepIT,All Lines Technology,0,ACT-00032429,24606,All Lines Technology
KeepIT,Computech,,ACT-00036410,26414,Computech
KeepIT,Griffin Technology Group,0,ACT-00164548,30421,Griffin Technology Group
KeepIT,EscapeWire Solutions,0,ACT-00043696,24200,EscapeWire Solutions
KeepIT,Outbound Group,,ACT-00139669,500000102,Outbound Group
KeepIT,Future Link IT,0,ACT-00153547,22681,Future Link IT
KeepIT,Computer Troubleshooters - North Scottsdale,,ACT-00099557,2063,Computer Troubleshooters - North Scottsdale
KeepIT,Facilitex,,ACT-00218879,22849,Technology Associates
KeepIT,CTECH Consulting Group Inc.,,,,
KeepIT,Cloud Business Florida,0,ACT-00143730,27461,Cloud Business Florida
KeepIT,World Synergy,,,,
KeepIT,Decision Logic,0,ACT-00175613,9481,Decision Logic
KeepIT,Telligens Technologies,0,ACT-00317397,27850,Telligens Technologies
KeepIT,Piedmont Technical Experts,,ACT-00317320,33284,Piedmont Technical Experts
KeepIT,DDM Materials,0,ACT-00441114,31501,DDM Materials
KeepIT,ExploreIT Network Solutions,0,ACT-00239562,23960,ExploreIT Network Solutions
KeepIT,Fusion Computing Limited,,,,
KeepIT,EC Group,0,ACT-00209311,26397,EC Group
KeepIT,Circle Technologies ltd,0,ACT-00246156,27039,"Circle Technologies, Ltd"
KeepIT,Recover Continuum,,,,
KeepIT,Louisville Geek,,ACT-00076048,26279,Louisville Geek
KeepIT,Technology Professionals LLC,0,ACT-00246847,10005,Technology Professionals LLC
KeepIT,BCM Technologies,,,,
KeepIT,Lighthouse Technology Services,,ACT-00047784,23339,Lighthouse Technology Services
KeepIT,"ConsultX, LLC",#N/A,ACT-00116290,8557,"J2 IT Group, LLC"
KeepIT,GoodSuite,,,,
KeepIT,Umbrella Technologies,0,ACT-00208029,25098,Umbrella Technologies
KeepIT,i3 Business Solutions,0,ACT-00041953,642,"i3 Business Solutions, LLC"
KeepIT,subIT,0,ACT-00027755,14880,"BizTek, LLC dba subIT Co"
KeepIT,Kellstrom Aerospace,0,ACT-00288851,26444,Kellstrom Aerospace
KeepIT,IT Resource Management Limited,,ACT-00179061,27190,IT Resource Management Limited
KeepIT,NoFerno LLC,,,,
KeepIT,"Olmec Systems, LLC",#N/A,ACT-00163903,24447,"Olmec Systems, LLC"
KeepIT,GURU Inc,0,ACT-00041946,23824,"GURU, Inc"
KeepIT,"Saltmarsh, Cleaveland & Gund",,,,
KeepIT,Viatel Ireland Ltd,,ACT-00030823,500000119,Viatel Ireland Ltd
KeepIT,Key Data IT,0,ACT-00171616,31615,Key Data IT
KeepIT,Streamline I.T. Solutions Inc,,,,
KeepIT,Cendien,0,ACT-00268425,26340,Cendien
KeepIT,Texvo,0,ACT-00158478,21065,Texvo
KeepIT,LYLAB Technology Solutions,,,,
KeepIT,Resolute Technology Solutions,0,ACT-00102979,23459,Resolute Technology Solutions
KeepIT,Concurrent Advisors,0,ACT-00296784,27752,Concurrent Advisors
KeepIT,MDS (Micro-Data Systems),,,,
KeepIT,Technical Sales Demo - North America,0,ACT-00161422,20141,Technical Sales Demo Portal North America
KeepIT,Lost in IT,,ACT-00031056,17774,Lost in IT
KeepIT,Net Tech Integration,0,ACT-00296807,31850,Net Tech Integration
KeepIT,Kelser Corporation,0,ACT-00246722,24054,Kelser Corporation
KeepIT,Finch Technical Solutions Ltd,,ACT-00291698,26993,Finch Technical Solutions Ltd
KeepIT,PCPLUS NETWORKS INC,0,ACT-00121227,7224,PCPLUS NETWORKS1
KeepIT,"After The Warranty, LLC",0,ACT-00442077,31682,"After The Warranty, LLC"
KeepIT,Northeast Computer Services Corp,,,,
KeepIT,Storm IT,,ACT-00153981,500000283,Storm IT
KeepIT,Your Technology Support,,ACT-00169496,27119,Your Technology Support
KeepIT,Blue Island Technology,,,,
KeepIT,Pro IT,0,ACT-00006386,21233,"Prosper IT, LLC"
KeepIT,ManagedITExperts,0,ACT-00055279,20977,Managed IT Experts Ltd
KeepIT,ROC Business Technologies,,,,
KeepIT,pcsinc,0,ACT-00132215,24444,Pinnacle Computer Services
KeepIT,Mason-Brown IT,,ACT-00246258,23830,Mason-Brown IT
KeepIT,becktek,0,ACT-00378590,30395,Florida Technology
KeepIT,Computer Business Consultants,0,ACT-00148885,20994,Computer Business Consultants
KeepIT,Steelbrook Technology Group,0,ACT-00360522,28652,Steelbrook Technology Group
KeepIT,Henko Srl,,ACT-00218938,24837,Henko Srl
KeepIT,"ActiveCare Business IT Services, LLC",0,ACT-00444891,31672,"ActiveCare Business IT Services, LLC"
KeepIT,Online Learning Consortium,0,ACT-00454982,32182,Online Learning Consortium
KeepIT,Access Group Inc,0,ACT-00200001,23997,Access Group Inc
KeepIT,ITSS LLC,0,ACT-00290037,26804,"Information Technology Systems Simple, LLC"
KeepIT,Ridegell Consulting,,,,
KeepIT,BCI Computers,0,ACT-00055400,1219,Beta Comp International
KeepIT,H E S IT Services,0,ACT-00268575,27958,H E S IT Services
KeepIT,Cartwheel IT,,,,
KeepIT,Inner Join Technologies,0,ACT-00173132,25171,Inner Join Technologies
KeepIT,Proactive Data,,,,
KeepIT,Brandon Business Machines Inc,0,ACT-00185698,4962,Brandon Business Machines Inc
KeepIT,PA Software Inc,0,ACT-00201009,31687,PA Software Inc
KeepIT,Allstar Communications,0,ACT-00039896,28016,Allstar Communications
KeepIT,The Cornerstone Professional Group,0,ACT-00218008,2841,The Cornerstone Professional Group
KeepIT,itro,0,ACT-00197497,16857,itro
KeepIT,"US itek, Inc.",,,,
KeepIT,Heart Technologies Inc.,,ACT-00238542,21551,Heart Technologies Inc.
KeepIT,Robokopp Technologies Corp.RTC Managed Services,,,,
KeepIT,"Control Solutions, Inc",,,,
KeepIT,Pegasys Technologies,,ACT-00022380,27968,Pegasys Technologies
KeepIT,Colorado Network Management Inc.,,,,
KeepIT,NRG Technology Services,0,ACT-00031961,24617,NRG Technology Services
KeepIT,Advocate One,0,ACT-00032575,24249,Advocate Telecom
KeepIT,CWL Systems Limited,0,ACT-00184685,15052,Cwl Systems
KeepIT,Concord Hospitality,0,ACT-00263245,23401,Concord Hospitality
KeepIT,Diagnostics Technical Support,0,ACT-00267777,23577,Diagnostics Technical Support
KeepIT,Karpel Solutions,0,ACT-00143646,659,Karpel Solutions
KeepIT,OSC Technical,0,ACT-00106368,26262,OSC Technical
KeepIT,Ritz-Craft,,ACT-00287335,25940,Ritz-Craft
KeepIT,"Associated Computer Systems, Ltd.",,,,
KeepIT,Integrated Construction Group,,ACT-00461245,32904,Integrated Construction Group
KeepIT,4leet,0,ACT-00166044,27521,4Leet
KeepIT,Marengo Community High School District 154,0,ACT-00418702,30721,Marengo Community High School District 154
KeepIT,COSO Media,,,,
KeepIT,Maverick Gardner,#N/A,ACT-00275949,26542,Maverick Gardner
KeepIT,TMD Technology Services Inc,0,ACT-00200563,11791,TMD Technology
KeepIT,Simoda,0,ACT-00234784,25915,Simoda Ltd
KeepIT,StepFar IT,,,,
KeepIT,Techs On Call LLC,0,ACT-00125847,17024,Techs On Call LLC
KeepIT,Shamsa global LLC,0,ACT-00269711,27308,Shamsa global LLC dba Strikeproof
KeepIT,NextSys Networking Inc,0,ACT-00259052,25288,NextSys
KeepIT,CompuNET Consulting,0,ACT-00122707,32678,CompuNET Consulting
KeepIT,Granite Networks Inc,0,ACT-00198120,23913,"Granite Networks, Inc."
KeepIT,Itek Systems Management,0,ACT-00040282,15016,Itek Systems Management Group
KeepIT,Meantide Associates LLC,0,ACT-00032600,23788,"Meantide Associates, LLC"
KeepIT,Rouse Consulting Group,0,ACT-00122983,1988,Rouse Consulting Group
KeepIT,TekFuel IT,0,ACT-00265652,30596,TekFuel IT
KeepIT,"RedEye, Inc.",,,,
KeepIT,PM Continuum,,,,
KeepIT,Solutions IT LLC,,,,
KeepIT,Spheroid UK Ltd,0,ACT-00143600,17255,Spheroid UK Ltd
KeepIT,ThreatAdvice Technologies,0,,,ThreatAdvice
KeepIT,"J&M Data Services, INC.",,,,
KeepIT,Southwest Office Systems Inc,0,ACT-00024717,10992,Southwest Office Systems Inc
KeepIT,Arkansas Network Experts,,ACT-00093240,23505,Arkansas Network Experts
KeepIT,Cued Collective,0,ACT-00295868,500000213,Cued Collective
KeepIT,Servodata,,ACT-00249768,25244,Servodata
KeepIT,"CTN Solutions, Inc.",,,,
KeepIT,Strayer Communications Inc,0,ACT-00043581,31515,"Strayer Communications, Inc"
KeepIT,Ited Solution Inc,,,,
KeepIT,Nobel Systems Inc,0,ACT-00180199,14504,"Nobel Systems, Inc."
KeepIT,Peak Network Solutions Ltd,0,ACT-00286734,25268,Peak Network Solutions Ltd
KeepIT,Pitt Bull Secure Technologies,,ACT-00217819,30141,Pitt Bull Secure Technologies
KeepIT,Myriad Technologies Services Pty Ltd,,ACT-00093598,22996,Myriad Technologies Services Pty Ltd
KeepIT,612 Network,0,ACT-00115611,11374,612 Network
KeepIT,Pickard Solutions,,,,
KeepIT,Automated Business Products,0,ACT-00174175,20476,Automated Business Products/Colorado LLC
KeepIT,Diddly Squat Consulting,0,ACT-00365297,32817,Diddly Squat Consulting
KeepIT,Ramp Up Technology,0,ACT-00240170,24056,Ramp Up Technology
KeepIT,Continuity247 Live Test,,ACT-00201346,29195,National Networks LLC
KeepIT,HD Technologies,0,ACT-00086350,21530,H&D Technologies LLC.
KeepIT,Minnesota IT Partners Inc,0,ACT-00218757,27010,Minnesota IT Partners Inc
KeepIT,Reality Bytes Incorporated,0,ACT-00246147,22773,Reality Bytes Incorporated
KeepIT,Rubino Network Consulting dba RNC Inc,,,,
KeepIT,Zenzero Solutions Ltd,,ACT-00020131,24187,Zenzero Solutions Ltd
KeepIT,IT Nation Demo 2023,0,ACT-00295048,26958,IT Nation Demo 2023
KeepIT,VDI Communications Inc,0,ACT-00128980,10435,VDI Communications Inc
KeepIT,vsi,0,ACT-00103024,24495,"Vistem Solutions, Inc"
KeepIT,y1j583-lhm0tz-syoeln,0,ACT-00099396,2130,Microtel Systems Corp
KeepIT,Cyber Command,0,ACT-00095626,14081,Cyber Command
KeepIT,Dash Simplified Solutions,,ACT-00276510,27843,Dash Simplified Solutions
KeepIT,Genesis BCS,0,ACT-00247720,20834,Genesis BCS
KeepIT,allit,0,ACT-00317373,300000101,DropBear IT
KeepIT,"Merit Technologies, LLC",,,,
KeepIT,Adept Networks,,,,
KeepIT,IT Risk Managers,0,ACT-00181429,3929,IT Risk Managers
KeepIT,Queensland Computers,,ACT-00220143,300000378,Queensland Computers
KeepIT,Simple Solutions Consulting,0,ACT-00268852,26533,Descent Inc
KeepIT,ET Works,0,ACT-00287785,500000583,ET Works
KeepIT,Z-TECH Associates,,,,
KeepIT,"CFR Solutions, LLC",0,ACT-00216214,12008,"CFR Solutions, LLC"
KeepIT,LogixCare,0,ACT-00151819,21023,LogixCare
KeepIT,SIC CONSULTING INC,0,ACT-00108212,1743,"SIC Consulting, Inc."
KeepIT,Sedona Technologies,,,,
KeepIT,EFAPEL,,ACT-00219185,500000172,EFAPEL
KeepIT,Touchlines Ltd,0,ACT-00109843,24390,Touchlines Ltd
KeepIT,Arcus Technology Limited,0,ACT-00205327,17981,Arcus Technology Limited
KeepIT,Flex1 Technology Solutions,,,,
KeepIT,Critical Project Services,0,ACT-00298597,27677,Critical Project Services
KeepIT,DVM Technology,0,ACT-00443674,31739,DVM Technology
KeepIT,Infoxchange,,ACT-00265813,27027,Infoxchange
KeepIT,Motion 3 Technology LLC,0,ACT-00079178,24288,Motion 3 Technology LLC
KeepIT,Northwest IT Services Inc.,0,ACT-00114485,23047,Northwest IT Services Inc.
KeepIT,PM ConnectWise,,,,
KeepIT,"TeleComp, Inc.",0,ACT-00171504,17327,"TeleComp, Inc."
KeepIT,Totlcom_Inc,0,ACT-00044142,10522,TOTLCOM Inc.
KeepIT,The Connection Inc.,,ACT-00085143,20791,The Connection Inc.
KeepIT,savitek,,ACT-00008941,26591,Proactive Data
KeepIT,Arizona Pipeline,0,ACT-00317851,28306,Arizona Pipeline
KeepIT,"Coast Networx, Inc.",0,ACT-00209037,26659,"Coast Networx, Inc."
KeepIT,Pro Network Solutions,0,ACT-00008478,31625,Pro Network Solutions
KeepIT,SolveIT Managed Services,0,ACT-00291430,32268,SolveIT Managed Services
KeepIT,Smart Start Networks,0,ACT-00175660,14298,Smart Start Networks Inc
KeepIT,Tech Fix LLC,0,ACT-00337139,28400,Tech Fix LLC
KeepIT,"DKMSP, LLC",0,ACT-00079282,27716,"DKMSP, LLC"
KeepIT,Innovative Network Solutions Corp,,,,
KeepIT,Micro Serv Consulting,0,ACT-00112813,18495,Micro Serv Consulting T/A Warwick Computer Service
KeepIT,nTav Inc.,,,,
KeepIT,Data Revolution LLC,0,ACT-00247241,24516,Data Revolution LLC
KeepIT,Flynaut,0,ACT-00437937,31177,Flynaut
KeepIT,"Lee Computers, LLC",0,ACT-00102972,31913,"Lee Computers, LLC"
KeepIT,Pure Cloud Solutions,,,,
KeepIT,Technology Associates,,,,
KeepIT,Citadel Blue,0,ACT-00178951,3961,Citadel Blue
KeepIT,PDS Consulting LLC,0,ACT-00058353,23066,PDS Consulting
KeepIT,Prizmatech Informatique,0,ACT-00449606,31985,Prizmatech Informatique
KeepIT,Technical Sales APAC rmm,0,ACT-00411934,22646,Technical Sales APAC rmm
KeepIT,The Greentree Group,,ACT-00102749,21138,The Greentree Group
KeepIT,Sort IT Out,,ACT-00035349,19537,Sort IT Out
KeepIT,Deihs Solutions,,,,
KeepIT,Derive Technologies,0,ACT-00140761,30179,Derive Technologies
KeepIT,CloudSpace USA,,,,
KeepIT,Soaring Towers,0,ACT-00097791,23951,Soaring Towers
KeepIT,One Communications,,,,
KeepIT,Kyocera Document Solutions America,0,ACT-00174582,30427,Kyocera Document Solutions America
KeepIT,A Corp Computers,0,ACT-00113670,18301,A Corp Computers
KeepIT,CorpCloud,,ACT-00173353,25870,CorpCloud
KeepIT,Fusion Managed IT,0,ACT-00098283,8431,Fusion Consulting Group
KeepIT,HeadIT,,ACT-00242876,28108,HeadIT
KeepIT,NXT IT Solutions,,ACT-00071766,300000155,NXT IT Solutions
KeepIT,South-Western City School District,,,,
KeepIT,Superion Inc.,,,,
KeepIT,BEVCOMM,0,ACT-00240394,11167,Bevcomm
KeepIT,Echo IT,0,ACT-00154839,22911,Echo IT
KeepIT,IT 4 Business Limited,0,ACT-00043550,18838,IT 4 Business
KeepIT,BeckTek Computer Consultants,,,,
KeepIT,ITC Service,0,ACT-00149114,21094,Quarterhorse Technology
KeepIT,Kearns Oquirrh Parks & REC District,0,ACT-00419510,31028,Kearns Oquirrh Parks & REC District
KeepIT,"OnSite Network Consultants, Inc.",#N/A,ACT-00223777,32782,ONCi Networks Inc. dba ICMicro
KeepIT,Realtime Information Services,0,ACT-00185397,30913,"Real-Time Information Services, Inc."
KeepIT,Roebuck Technologies,0,ACT-00092471,15219,Roebuck Technologies
KeepIT,Onboarding and Consulting Demo Portal-Test,#N/A,ACT-00288585,26139,Onboarding & Consulting Demo Portal-Test
KeepIT,Brivy LLC,0,ACT-00289729,26465,Brivy LLC
KeepIT,Soteria Technology Solutions,0,ACT-00056382,21152,Soteria Technology Solutions
KeepIT,Southern IT Networks,,ACT-00140049,28446,Indevtech Incorporated
KeepIT,Specific Gravity Group,0,ACT-00238605,13336,Specific Gravity Group
KeepIT,Smy IT service,,,,
KeepIT,"General Informatics, LLC.",,,,
KeepIT,Worldband,0,ACT-00138366,27446,Worldband
KeepIT,"Kelley Connect dba Core Business Services, LLC",,,,
KeepIT,Intricate Networks,0,ACT-00249585,26133,Intricate Networks
KeepIT,BestSecurity,,ACT-00056209,500000297,BestSecurity
KeepIT,"Simplatech, LLC",,,,
KeepIT,World Line Networks,0,ACT-00290407,27755,World Line Networks
KeepIT,The HITCO Co,,ACT-00317134,27811,The HITCO Co
KeepIT,AuthZEUTestPartner1,0,ACT-00334120,500000370,AuthZEUTestPartner1
KeepIT,Better Connected IT,,ACT-00296871,27401,Better Connected IT
KeepIT,Community Care Partners,,ACT-00257051,32845,Community Care Partners
KeepIT,Elite Pro Solutions Inc.,,,,
KeepIT,Full Tilt Computing,#N/A,ACT-00103592,15504,Full Tilt Computing
KeepIT,Mjolnir Technology,,,,
KeepIT,Quadstrat Strategies,0,ACT-00432131,31077,Quadstrat Strategies
KeepIT,TR COMPUTER SALES LLC,0,ACT-00216411,2720,Tr Computer Sales Llc
KeepIT,TabTech,0,ACT-00288007,23089,Education Early Access Demo Portal
KeepIT,Dok-Tor Harddrive,,,,
KeepIT,Infinite Technologies LLC,0,ACT-00049021,23262,Infinite Technologies LLC
KeepIT,Calypsi,,ACT-00023089,30394,Fusion Computing Limited
KeepIT,Alt Gr SA,0,ACT-00136789,19155,Alt Gr SA
KeepIT,Ascension Technology,0,ACT-00202961,11727,Ascension Technology
KeepIT,CBH Computers,,ACT-00252171,500000232,CBH Computers Ltd
KeepIT,ProCom,,ACT-00336855,500000411,ProCom
KeepIT,United Systems Technologies,0,ACT-00459416,32694,United Systems Technologies
KeepIT,Vesta Tech B.V.,0,ACT-00143829,500000722,Vesta Tech B.V.
KeepIT,Complete Interactive Technologies,,,,
KeepIT,Key Technologies Pty Ltd,0,ACT-00225579,20225,Key Technologies Pty Ltd
KeepIT,WISE TECH CORP,,,,
KeepIT,SymTec,0,ACT-00046103,22947,SymTec
KeepIT,EBC Group (UK) Ltd,,ACT-00122752,16271,Netpoint Solutions (dba NPSOL )
KeepIT,"IT Management Services, Inc.",,,,
KeepIT,UBQT inc,0,ACT-00097861,24608,Ubqt
KeepIT,CaDan Computers,,,,
KeepIT,GCITS,,ACT-00240788,24556,GCIT
KeepIT,Hashtech,0,ACT-00115988,11300,"AAA Business Systems, Inc."
KeepIT,Winet Ltd,0,ACT-00050988,16532,Winet Ltd
KeepIT,The IT Security Guys,0,ACT-00296044,31392,The IT Security Guys
KeepIT,Communications Engineering Company,0,ACT-00182138,22793,Communications Engineering Company
KeepIT,JDC ca Inc,0,ACT-00141179,24242,JDC ca Inc
KeepIT,R and B Networks,0,ACT-00266351,27389,R&B Networks
KeepIT,RH Technology Solutions,0,ACT-00202488,31533,RH Technology Solutions
KeepIT,RevolutionIT,0,ACT-00149026,20956,Revolution IT Ltd
KeepIT,Secur3iT,0,ACT-00061839,20822,Secur3IT
