VENDOR,CW_SKUS,DETAIL_ROWS,VENDOR_AMT
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender ATS & EDR, 1-99 ep,Bitdefender Advanced Threat Security,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Encryption,Bitdefender Cloud Encryption (1-99 ep),Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Sec GravityZone 1 to 99 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender GravityZone Email Security, 1-99,Bitdefender Patch Management,Bitdefender Patch Management, 1 - 99 ep,Bitdefender Security TSP CW Automate",3,24527.0
Bitdefender,"BitDefender Security for Virtualized Environments VS,Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender ATS & EDR, 1-99 ep,Bitdefender ATS & EDR, 100-499 ep,Bitdefender ATS & EDR, 1000-4999 ep,Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Encryption 100-249,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Sec GravityZone 250 to 499 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender Patch Management, 100 - 499 ep,Bitdefender Patch Management, 1000 - 4999 ep,Bitdefender Security for Mobile",3,77869.0
Bitdefender,"Bitdefender ATS & EDR, 1000-4999 ep,Bitdefender Advanced Threat Security 1000-4999 ep,Bitdefender Cloud Sec GravityZone 2500 to 4999 ep",3,17874.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Patch Management",3,6858.0
Bitdefender,"Bitdefender ATS & EDR, 1000-4999 ep,Bitdefender Advanced Threat Security 100-499 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep",3,13044.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender GravityZone Email Security",3,6681.0
Bitdefender,"Bitdefender ATS & EDR, 1000-4999 ep,Bitdefender Advanced Threat Security 500-999 ep,Bitdefender Cloud Sec GravityZone 2500 to 4999 ep",3,18994.0
Bitdefender,"Bitdefender GravityZone Email Security, 100-499",3,1302.0
Bitdefender,"Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage)",3,2040.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Advanced Threat Security,Bitdefender EDR (MSP Secure)",3,87.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage)",3,526.0
Bitdefender,"Bitdefender EDR (MSP Secure),Bitdefender Secure Plus",2,3838.0
Bitdefender,"Bitdefender EDR (MSP Secure),Bitdefender Security for Mobile",2,378.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Advanced Threat Security",2,52.0
Bitdefender,"Bitdefender EDR (MSP Secure),Bitdefender GravityZone Email Security",2,193.0
Bitdefender,"Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep",2,3786.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR, 1-99 ep,Bitdefender Advanced Threat Security,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 1 to 99 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage)",2,21817.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender PHASR,Bitdefender Secure Extra,Bitdefender Security for Mobile",2,33747.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Secure Plus",2,763.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Patch Management",2,423.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",2,5254.0
Bitdefender,"Bitdefender ATS & EDR, 500-999 ep,Bitdefender Cloud Sec GravityZone 2500 to 4999 ep",2,9115.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage)",2,1136.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender Patch Management,Bitdefender Secure Extra,Bitdefender Secure Plus,Bitdefender Security for Mobile",2,5919.0
Bitdefender,"Bitdefender EDR (MSP Secure),Bitdefender Patch Management",2,304.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender GravityZone Email Security",2,967.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage)",2,6278.0
Bitdefender,"Bitdefender ATS & EDR, 100-499 ep,Bitdefender Cloud Sec GravityZone 100 to 249 ep",2,784.0
Bitdefender,"Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",2,256.0
Bitdefender,"Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 100 to 249 ep",2,493.0
Bitdefender,"Bitdefender ATS & EDR, 100-499 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Encryption 250-499,Bitdefender Cloud Sec GravityZone 250 to 499 ep",2,3211.0
Bitdefender,"Bitdefender Cloud Sec GravityZone 500 to 749 ep,Bitdefender Cloud Sec GravityZone 750 to 999 ep",1,1635.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender GravityZone Email Security,Bitdefender Security for Mobile",1,3027.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage)",1,1387.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Advanced Threat Security 100-499 ep,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage)",1,6799.0
Bitdefender,"Bitdefender ATS & EDR, 100-499 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 500 to 749 ep",1,1636.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,279.0
Bitdefender,"Bitdefender ATS & EDR, 500-999 ep,Bitdefender Advanced Threat Security 100-499 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep",1,2621.0
Bitdefender,"Bitdefender ATS & EDR, 100-499 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 100 to 249 ep",1,475.0
Bitdefender,"Bitdefender ATS & EDR, 1-99 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep,Bitdefender Cloud Sec GravityZone 750 to 999 ep",1,2187.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender Secure Plus",1,1322.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Sec GravityZone 1 to 99 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Security for Mobile",1,9621.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Secure Extra",1,2927.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split)",1,793.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Secure Extra",1,327.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,1668.0
Bitdefender,"BitDefender Security for Virtualized Environments VS,Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender ATS & EDR, 1-99 ep,Bitdefender ATS & EDR, 100-499 ep,Bitdefender ATS & EDR, 1000-4999 ep,Bitdefender ATS & EDR, 500-999 ep,Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Encryption 100-249,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Sec GravityZone 250 to 499 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Patch Management, 100 - 499 ep,Bitdefender Patch Management, 1000 - 4999 ep,Bitdefender Security for Mobile",1,26755.0
Bitdefender,"Bitdefender ATS & EDR, 500-999 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 750 to 999 ep",1,2049.0
Bitdefender,"Bitdefender ATS & EDR, 1-99 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Patch Management, 500 - 999 ep",1,-34.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Patch Management",1,183.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender Secure Extra,Bitdefender Secure Plus",1,3775.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender Secure Plus",1,806.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender XDR - Identity",1,853.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,78.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,2582.0
Bitdefender,"BitDefender Security for Virtualized Environments VS,Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender ATS & EDR, 1-99 ep,Bitdefender ATS & EDR, 100-499 ep,Bitdefender ATS & EDR, 1000-4999 ep,Bitdefender Advanced Threat Security,Bitdefender Cloud Encryption,Bitdefender Cloud Encryption 100-249,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Sec GravityZone 250 to 499 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Patch Management, 100 - 499 ep,Bitdefender Patch Management, 1000 - 4999 ep,Bitdefender Security for Mobile",1,23958.0
Bitdefender,"Bitdefender ATS & EDR, 1-99 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep,Bitdefender Cloud Sec GravityZone 750 to 999 ep",1,2466.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Cloud Encryption,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Patch Management",1,450.0
Bitdefender,"Bitdefender Cloud Security Gravity Zone,Bitdefender GravityZone Email Security, 1-99",1,520.0
Bitdefender,"Bitdefender Cloud Encryption,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,649.0
Bitdefender,"Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 1 to 99 ep,Bitdefender Cloud Sec GravityZone 100 to 249 ep",1,317.0
Bitdefender,"Bitdefender Cloud Sec GravityZone 1 to 99 ep,Bitdefender Cloud Sec GravityZone 100 to 249 ep",1,238.0
Bitdefender,"Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Sec GravityZone 500 to 749 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,3276.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Secure Plus",1,1330.0
Bitdefender,"Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,2359.0
Bitdefender,"Bitdefender ATS & EDR, 1-99 ep,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 1000-2499 ep,Bitdefender Cloud Sec GravityZone 250 to 499 ep",1,1995.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure),Bitdefender Patch Management",1,26.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender PHASR",1,4460.0
Bitdefender,"Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender GravityZone Email Security",1,1092.0
Bitdefender,"Bitdefender Advanced Threat Security,Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender Secure Extra",1,163.0
Bitdefender,"Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split)",1,646.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR, 1-99 ep,Bitdefender Advanced Threat Security,Bitdefender Advanced Threat Security 1-99 ep,Bitdefender Cloud Sec GravityZone 1 to 99 ep,Bitdefender Cloud Sec GravityZone 100 to 249 ep,Bitdefender Cloud Security Gravity Zone,Bitdefender Cloud Security Gravity Zone (Usage)",1,12891.0
Bitdefender,"Bitdefender ATS & EDR,Bitdefender ATS & EDR (MDR bundle split),Bitdefender Advanced Threat Security,Bitdefender Cloud Sec GravityZone (MDR bundle split),Bitdefender Cloud Security Gravity Zone (Usage),Bitdefender EDR (MSP Secure)",1,147.0
ESET,MSP2-PE,154,74063.0
ESET,EEA,112,19759.0
ESET,WFS,111,4611.0
ESET,DSLP,77,0.0
ESET,EEPA,40,3441.0
ESET,EEA | EESX,39,18292.0
ESET,EES,33,8453.0
ESET,3PARTYONPREMESETAVLP,29,376.0
ESET,MSP2-PA,25,15895.0
ESET,MSP2-PC,24,13521.0
ESET,3PARTYONPREMESETWFSS,23,617.0
ESET,MSP2-PE-IIT,20,1845.0
ESET,EEA | WFS,17,7156.0
ESET,EAVB,14,140.0
ESET,3PARTYONPREMESETWSLP,11,1258.0
ESET,ITN-EESX,10,40.0
ESET,EEA | EESX | WFS,8,6012.0
ESET,EXCH,7,315.0
ESET,3PARTYONPREMESETESLP,7,5.0
ESET,MSP2-PC-IIT,7,2117.0
ESET,LEGACYSKUESETMOLP,7,40.0
ESET,EEA | EESX | RMM-EAVB,7,1130.0
ESET,3PARTYONPREMESWWEPAV,7,551.0
ESET,3PARTYONPREMESETEPAV | EEA,7,734.0
ESET,3PARTYONPREMESETWFSS | WFS,7,281.0
ESET,MSP2-PA-IIT,7,3874.0
ESET,3PARTYONPREMEPPROADV,7,0.0
ESET,3PARTYONPREMESETWFSS | 3PARTYONPREMESWWFSVR,7,237.0
ESET,MSP2-PEN,6,28.0
ESET,EAVBM,6,30.0
ESET,3PARTYONPREMESETAVLP | EAVB | RMM-EAVBM,5,600.0
ESET,3PARTYONPREMESETENDP | EES,5,1820.0
ESET,3PARTYONPREMESWWEPAV | EAVBM,5,563.0
ESET,3PARTYONPREMESWWFSVR,5,76.0
ESET,3PARTYONPREMESETEPAV | EEA | EESX,5,3859.0
ESET,3PARTYONPREMESETWFSS | EEA | EES,4,1969.0
ESET,EES | WFS,4,1438.0
ESET,3PARTYONPREMESETEPAV,3,214.0
ESET,EEA | EESX | EES | WFS,2,561.0
ESET,3PARTYONPREMESETENDP | EES | WFS,2,730.0
ESET,3PARTYONPREMESWWEPAV | EAVBM | 3PARTYONPREMESWWFSVR,2,330.0
ESET,EEA | EESX | ITN-EESX | WFS,2,1155.0
ESET,3PARTYONPREMESETAVLP | EAVB | RMM-EAVBM | 3PARTYONPREMESETWSLP,2,389.0
ESET,3PARTYONPREMESETEPAV | EEA | EESX | 3PARTYONPREMESETWSLP | ITN-EESX,2,2151.0
ESET,MSP-ECAT-Y1,1,0.0
ESET,EEPA-N3-E,1,0.0
ESET,EPA-Y1-GEN,1,0.0
Exium,EXIUM_SIA,175,126153.5
Exium,EXIUM_SPA,117,58817.0
Exium,EX-SASE-PRO,97,39401.25
Exium,EXIUM_CGW,94,17775.0
Exium,EX-SASE-ESSENTIALS,20,3140.5
KeepIT,"BB-3Y-PROMO-BUNDLE,BC-3Y-PROMO-OFC365UR,CMS-3P-UMM-BCDR-SAAS-OFC365UR,CMS-EG-BDR-SOLP-SAAS-RMSBM365,CULCSAS200310OFFICEP,CW-RMM-SB-M365,CWP-3P-UMM-BCDR-SAAS-OFC365UR,M2M-RMM-SB-M365,M2MLCSS200310OFFICEP,SwO-3P-BCDR-SOLP-SAAS-MSSBM365",4749,3660436.35
KeepIT,"BB-3Y-PROMO-BUNDLE,BC-3Y-PROMO-GOOGLE,CMS-3P-UMM-BCDR-SAAS-GOOGLEWS,CMS-EG-BDR-SOLP-SAAS-RMM-SBGW,CULCSAS200311GSUITP,CW-RMM-SB-GW,CWP-3P-UMM-BCDR-SAAS-GOOGLEWS,M2M-RMM-SB-GW,M2MLCSS200311GSUITP,SWO-EG-UMM-SOLP-SAAS-GOOGLWSP,SwO-3P-UMM-SOLP-SAAS-GOOGLWSP",1288,199179.0
KeepIT,"CMS-3P-UMM-BCDR-SAAS-UNLIMTRT,CW-3YPROMO-RETENTION,CW-RMM-SB-UNLTD,M2M-RMM-SB-UNLTD",1148,0.0
KeepIT,"BB-3Y-PROMO-BUNDLE,BC-3Y-PROMO-AZURE-AD,CMS-3P-UMM-BCDR-SAAS-AZUREADA,CMS-EG-BDR-SOLP-SAAS-SB-AZADV,CU-AZURE-AD-ADV-USER,CW-RMM-SB-AZ-ADV,CWP-3P-UMM-BCDR-SAAS-AZUREADA,M2M-RMM-SB-AZ-ADV,SWO-EG-UMM-SOLP-SAAS-AZADUSRS,SwO-3P-UMM-SOLP-SAAS-AZADUSRS",862,257697.85
KeepIT,"BB-3Y-PROMO-BUNDLE,BC-3Y-PROMO-SF-USER,CMS-3P-UMM-BCDR-SAAS-SALESFRC,CMS-EG-BDR-SOLP-SAAS-RMM-SBSF,CULCSAS200312SALESFP,CW-RMM-SB-SF,CWP-3P-UMM-BCDR-SAAS-SALESFRC,M2M-RMM-SB-SF,M2MLCSS200312SALESFP,SWO-EG-UMM-SOLP-SAAS-SF-USERS,SwO-3P-UMM-SOLP-SAAS-SF-USERS",169,10360.150000000001
KeepIT,"BB-3Y-PROMO-BUNDLE,BC-3Y-PROMO-DYNAMICS,CMS-3P-UMM-BCDR-SAAS-DYNAMICS,CU-LIC-SAAS200313MDS,CW-RMM-SB-DYNMCS,CWP-3P-UMM-BCDR-SAAS-DYNAMICS,M2M-RMM-SB-DYNMCS,M2MLIC-SAAS200313MDS,SWO-EG-UMM-SOLP-SAAS-DYNMUSER,SwO-3P-UMM-SOLP-SAAS-DYNMUSER",133,6270.35
KeepIT,CU-OTHERCORP900902RS,2,0.0
Proofpoint,"CU-PP-ESS-PSAT-A,M2M-CU-PP-ESS-PSAT-A,PP-ESS-PSAT-A",1408,203961.84
Proofpoint,"CU-PP-ESS-ADV-PLUS,M2M-CU-PP-ESS-ADV-PLUS,PP-ESS-ADV-PLUS,SWO-EG-CYBR-SOLP-ESS-ADV2,SwO-3P-CYBR-SOLP-ESS-ADV2",1109,1054496.1
Proofpoint,"CMS-EG-CYBER-SOLP-SAAS-PPESSADV,CU-PP-ESS-ADV,M2M-CU-PP-ESS-ADV,PP-ESS-ADV",780,1050847.4
Proofpoint,"CU-PP-ESS-PRO-PLUS,M2M-CU-PP-ESS-PRO-PLUS,PP-ESS-PRO-PLUS,SWO-EG-CYBR-SOLP-SAAS-PROFPLUS,SwO-3P-CYBR-SOLP-SAAS-PROFPLUS",765,508464.54
Proofpoint,"CU-PP-ESS-BUS,M2M-CU-PP-ESS-BUS,PP-ESS-BUS",630,627789.69
Proofpoint,"CU-PP-ESS-PRO,M2M-CU-PP-ESS-PRO,PP-ESS-PRO",427,434247.66
Proofpoint,"CU-PP-ESS-BUS-PLUS,M2M-CU-PP-ESS-BUS-PLUS,PP-ESS-BUS-PLUS",305,171199.91
Proofpoint,"CU-PP-ESS-BEG,M2M-CU-PP-ESS-BEG,PP-ESS-BEG",292,72418.59
Proofpoint,"CWP-IH-CYBR-OTHR-SAAS-EMSECADV,CWP-IH-CYBR-OTHR-SAAS-EMSECESS,SWO-EG-CYBR-OTHR-SAAS-EMSECADV,SWO-EG-CYBR-OTHR-SAAS-EMSECESS",230,173904.6
SentinelOne,"CUSERVOTHER300440PAR,CUSERVOTHER300450PAR,CUSERVOTHR300520EPSB,CWSENTINEL1-CONTROL,M2MSEROTHR300520EPSB,SENTINELONE-CONTROL,SwO-3P-CYBR-SOLP-SAAS-S1CNTROL,SwO_IH_CYBR_SIEM_SAAS_0520EPSB,UNMAPPED",12321,4430635.92
SentinelOne,"CUSERVOTHRFFEPSECPRM,CU_S1_COMPLETE_BYOL,CWSENTINEL1-COMPLETE,SENTINELONE-COMPLETE,SwO-3P-CYBR-SOLP-SAAS-S1CMPLET,SwO-IH-CYBR-SIEM-SAAS-EPSECADV,UNMAPPED",7106,5178514.42
SentinelOne,UNMAPPED,1744,0.0
SentinelOne,SP-RGR-ND,462,37011.619999999995
SentinelOne,CU-PM-RT90-ND,25,0.0
SentinelOne,CU-PM-RT30-ND,24,0.0
SentinelOne,CU-PM-RT1Y-ND,16,0.0
SentinelOne,CU-PM-RT180-ND,8,0.0
