months_compared,current_method,challenger_method,mae_current_pp,mae_challenger_pp,mae_gain_pp,mae_gain_pct,rmse_current_pp,rmse_challenger_pp,rmse_gain_pp,bias_current_pp,bias_challenger_pp,bias_abs_gain_pp,improved_months,worsened_months,tie_months,sign_test_pvalue,mean_abs_err_delta_pp,mean_abs_err_delta_ci95_lo,mean_abs_err_delta_ci95_hi
18,current_app_style_trailing3,adaptive_recent_plus_longrun,2.17966012522592,2.1620539911106977,0.01760613411522227,0.8077467634270462,2.442658838174322,2.405713049847333,0.03694578832698925,1.5888268041483566,1.5949071854614105,-0.006080381313053884,8,10,0,0.8145294189453125,-0.01760613411522234,-0.11722424715096232,0.08201197892051763
